Time (s)	ACALD	ACALDt	ACKr	ACONTa	ACONTb	ACt2r	ADK1	AKGDH	AKGt2r	ALCD2x	ATPM	ATPS4r	Biomass_Ecoli_core	CO2t	CS	CYTBD	D_LACt2	ENO	ETOHt2r	EX_ac_e	EX_acald_e	EX_akg_e	EX_co2_e	EX_etoh_e	EX_for_e	EX_fru_e	EX_fum_e	EX_glc__D_e	EX_gln__L_e	EX_glu__L_e	EX_h_e	EX_h2o_e	EX_lac__D_e	EX_mal__L_e	EX_nh4_e	EX_o2_e	EX_pi_e	EX_pyr_e	EX_succ_e	FBA	FBP	FORt2	FORti	FRD7	FRUpts2	FUM	FUMt2_2	G6PDH2r	GAPD	GLCpts	GLNS	GLNabc	GLUDy	GLUN	GLUSy	GLUt2r	GND	H2Ot	ICDHyr	ICL	LDH_D	MALS	MALt2_2	MDH	ME1	ME2	NADH16	NADTRHD	NH4t	O2t	PDH	PFK	PFL	PGI	PGK	PGL	PGM	PIt2r	PPC	PPCK	PPS	PTAr	PYK	PYRt2	RPE	RPI	SUCCt2_2	SUCCt3	SUCDi	SUCOAS	TALA	THD2	TKT1	TKT2	TPI	Error
0.0	0.0	0.0	0.0	1.025134212890963	1.025134212890963	0.0	0.0	0.9897977161674154	0.0	0.0	8.39	6.843442159380439	0.008958422290162926	-3.0736405170084145	1.025134212890963	6.126567369997514	0.0	1.1144075785391239	0.0	0.0	0.0	0.0	3.0736405170084145	0.0	0.0	0.0	0.0	-0.5758117761295737	0.0	0.0	0.17970595114067128	3.1388972483388775	0.0	0.0	-0.0488484850638004	-3.063283684998757	-0.032955348078822985	0.0	0.0	0.5669008334775488	0.0	0.0	0.0	0.0	0.0	1.0154689710821063	0.0	0.0	1.1278093782852077	0.5758117761295737	0.00229066857959466	0.0	-0.04655781648420574	0.0	0.0	0.0	0.0	-3.1388972483388775	0.9994629579762722	0.02567125491469091	0.0	0.02567125491469091	0.0	1.0411402259967972	0.0	0.0	5.1110983989154075	0.8361957117380528	0.0488484850638004	3.063283684998757	1.0843798428647269	0.5669008334775488	0.0	0.5739752995600903	-1.1278093782852077	0.0	-1.1144075785391239	0.032955348078822985	0.0	0.0	0.0	0.0	0.5339454853987267	0.0	-0.006439313942169036	-0.006439313942169036	0.0	0.0	1.0154689710821063	-0.9897977161674154	-0.0016026617477100102	0.0	-0.0016026617477102236	-0.004836652194458812	0.5669008334775488	2.220446049250313e-16
0.1	0.0	0.0	0.0	1.043456769762405	1.043456769762405	0.0	0.0	0.9983513594383564	0.0	0.0	8.39	6.946049819465298	0.0114350133918237	-3.128121042153044	1.043456769762405	6.229802046341513	0.0	1.1574101087159463	0.0	0.0	0.0	0.0	3.128121042153044	0.0	0.0	0.0	0.0	-0.6024572924247993	0.0	0.0	0.22938636863997125	3.211418253704446	0.0	0.0	-0.06235284102293627	-3.1149010231707566	-0.042065983764502386	0.0	0.0	0.5910828846039528	0.0	0.0	0.0	0.0	0.0	1.0311195338139665	0.0	0.0	1.1745168887501145	0.6024572924247993	0.0029239329242893197	0.0	-0.05942890809864695	0.0	0.0	0.0	0.0	-3.211418253704446	1.010688595386795	0.03276817437561008	0.0	0.03276817437561008	0.0	1.0638877081895766	0.0	0.0	5.198682512527546	0.802285476320808	0.06235284102293627	3.1149010231707566	1.1190810873278925	0.5910828846039528	0.0	0.6001131146794755	-1.1745168887501145	0.0	-1.1574101087159463	0.042065983764502386	0.0	0.0	0.0	0.0	0.5490169008394513	0.0	-0.008219487626042755	-0.008219487626042755	0.0	0.0	1.0311195338139665	-0.9983513594383564	-0.0020457238957969914	0.0	-0.0020457238957973804	-0.006173763730245374	0.5910828846039528	0.0
0.2	0.0	0.0	0.0	1.0133955368595187	1.0133955368595187	0.0	0.0	0.9843176705629384	0.0	0.0	8.39	6.7777047140810875	0.0073717495998428745	-3.038736587432267	1.0133955368595187	6.060428215439778	0.0	1.0868572331468331	0.0	0.0	0.0	0.0	3.038736587432267	0.0	0.0	0.0	0.0	-0.5587408462547299	0.0	0.0	0.14787729697285246	3.092435360217363	0.0	0.0	-0.040196676218023225	-3.030214107719889	-0.02711845525294121	0.0	0.0	0.5514081669277666	0.0	0.0	0.0	0.0	0.0	1.005442156216248	0.0	0.0	1.0978853705481981	0.5587408462547299	0.001884956372679823	0.0	-0.0383117198453434	0.0	0.0	0.0	0.0	-3.092435360217363	0.9922710512062088	0.02112448565330971	0.0	0.02112448565330971	0.0	1.0265666418695578	0.0	0.0	5.05498605922353	0.8579209147490724	0.040196676218023225	3.030214107719889	1.0621478656631198	0.5514081669277666	0.0	0.557229637586762	-1.0978853705481981	0.0	-1.0868572331468331	0.02711845525294121	0.0	0.0	0.0	0.0	0.5242897116748249	0.0	-0.005298813612366949	-0.005298813612366949	0.0	0.0	1.005442156216248	-0.9843176705629384	-0.0013188060034116655	0.0	-0.0013188060034119995	-0.00398000760895495	0.5514081669277666	0.0
0.30000000000000004	0.0	0.0	0.0	1.0279343520877855	1.0279343520877855	0.0	0.0	0.991104924106059	0.0	0.0	8.39	6.859123143912989	0.009336906574147947	-3.081966486740222	1.0279343520877855	6.142344178099697	0.0	1.1209794271711417	0.0	0.0	0.0	0.0	3.081966486740222	0.0	0.0	0.0	0.0	-0.5798838690760623	0.0	0.0	0.18729834587740019	3.1499802489889412	0.0	0.0	-0.05091228416751392	-3.0711720890498486	-0.03434767821431666	0.0	0.0	0.5705964481067574	0.0	0.0	0.0	0.0	0.0	1.0178607635849373	0.0	0.0	1.1349474394060672	0.5798838690760623	0.00238744701100963	0.0	-0.04852483715650429	0.0	0.0	0.0	0.0	-3.1499802489889412	1.0011785126089072	0.026755839478878274	0.0	0.026755839478878274	0.0	1.0446166030638155	0.0	0.0	5.12448341451476	0.8310133902950609	0.05091228416751392	3.0711720890498486	1.0896830500252555	0.5705964481067574	0.0	0.5779698032283619	-1.1349474394060672	0.0	-1.1209794271711417	0.03434767821431666	0.0	0.0	0.0	0.0	0.5362487698924394	0.0	-0.0067113684454975404	-0.0067113684454975404	0.0	0.0	1.0178607635849373	-0.991104924106059	-0.0016703725861149654	0.0	-0.0016703725861150712	-0.005040995859382469	0.5705964481067574	1.3322676295501878e-15
0.4	0.0	0.0	0.0	1.0350929023248452	1.0350929023248452	0.0	0.0	0.9944467985777576	0.0	0.0	8.39	6.899211549400183	0.010304500886573054	-3.1032518116501473	1.0350929023248452	6.1826775563503595	0.0	1.1377803450098123	0.0	0.0	0.0	0.0	3.1032518116501473	0.0	0.0	0.0	0.0	-0.5902941665214506	0.0	0.0	0.20670828778466543	3.178313917908299	0.0	0.0	-0.05618838243430555	-3.0913387781751798	-0.037907167411435405	0.0	0.0	0.5800442794895773	0.0	0.0	0.0	0.0	0.0	1.0239753763183215	0.0	0.0	1.1531958783361256	0.5902941665214506	0.0026348608766967297	0.0	-0.05355352155760882	0.0	0.0	0.0	0.0	-3.178313917908299	1.0055643245842814	0.029528577740563833	0.0	0.029528577740563833	0.0	1.0535039540588853	0.0	0.0	5.158702180032038	0.8177647959264874	0.05618838243430555	3.0913387781751798	1.103240688488108	0.5800442794895773	0.0	0.5881817438397031	-1.1531958783361256	0.0	-1.1377803450098123	0.037907167411435405	0.0	0.0	0.0	0.0	0.5421371120781416	0.0	-0.00740687523726849	-0.00740687523726849	0.0	0.0	1.0239753763183215	-0.9944467985777576	-0.001843475208607448	0.0	-0.0018434752086081418	-0.005563400028660348	0.5800442794895773	-4.440892098500626e-16
0.5	0.0	0.0	0.0	1.0460795569606973	1.0460795569606973	0.0	0.0	0.9995757729428247	0.0	0.0	8.39	6.960737619820099	0.01178952567318352	-3.135919671182177	1.0460795569606973	6.244579601102819	0.0	1.1635657171516733	0.0	0.0	0.0	0.0	3.135919671182177	0.0	0.0	0.0	0.0	-0.6062714718278893	0.0	0.0	0.23649788500406005	3.2217992919959153	0.0	0.0	-0.0642859255907351	-3.1222898005514095	-0.04337012809393954	0.0	0.0	0.5945444306407743	0.0	0.0	0.0	0.0	0.0	1.0333598377118995	0.0	0.0	1.181202847558756	0.6062714718278893	0.0030145817146330256	0.0	-0.061271343876102065	0.0	0.0	0.0	0.0	-3.2217992919959153	1.0122954921916225	0.033784064769074806	0.0	0.033784064769074806	0.0	1.0671439024809743	0.0	0.0	5.211219763390919	0.7974313867978529	0.0642859255907351	3.1222898005514095	1.1240484060477296	0.5945444306407743	0.0	0.6038546190648867	-1.181202847558756	0.0	-1.1635657171516733	0.04337012809393954	0.0	0.0	0.0	0.0	0.5511743025468345	0.0	-0.008474311053884147	-0.008474311053884147	0.0	0.0	1.0333598377118995	-0.9995757729428247	-0.002109146142932228	0.0	-0.002109146142932699	-0.006365164910951448	0.5945444306407743	0.0
0.6000000000000001	0.0	0.0	0.0	1.048051621162091	1.048051621162091	0.0	0.0	1.0004964050251524	0.0	0.0	8.39	6.971781323745367	0.012056082174404546	-3.1417834321225673	1.048051621162091	6.255690791041476	0.0	1.1681940968546844	0.0	0.0	0.0	0.0	3.1417834321225673	0.0	0.0	0.0	0.0	-0.6091393395159063	0.0	0.0	0.2418450084185521	3.229604757113799	0.0	0.0	-0.0657394048805931	-3.127845395520738	-0.04435070949498203	0.0	0.0	0.5971471545770266	0.0	0.0	0.0	0.0	0.0	1.035044314104126	0.0	0.0	1.1862299957875937	0.6091393395159063	0.003082740211995242	0.0	-0.06265666466859786	0.0	0.0	0.0	0.0	-3.229604757113799	1.0135037120831174	0.03454790907897354	0.0	0.03454790907897354	0.0	1.0695922231830994	0.0	0.0	5.22064647693735	0.7937816144545945	0.0657394048805931	3.127845395520738	1.127783315014298	0.5971471545770266	0.0	0.6066678426701533	-1.1862299957875937	0.0	-1.1681940968546844	0.04435070949498203	0.0	0.0	0.0	0.0	0.5527964450820448	0.0	-0.008665911866961862	-0.008665911866961862	0.0	0.0	1.035044314104126	-1.0004964050251524	-0.0021568331010007324	0.0	-0.0021568331010010993	-0.006509078765960763	0.5971471545770266	4.440892098500626e-16
0.7000000000000001	0.0	0.0	0.0	1.0481607486416482	1.0481607486416482	0.0	0.0	1.0005473497452442	0.0	0.0	8.39	6.972392445621364	0.012070832525390776	-3.1421079131672007	1.0481607486416482	6.256305647369193	0.0	1.1684502160069254	0.0	0.0	0.0	0.0	3.1421079131672007	0.0	0.0	0.0	0.0	-0.6092980377835774	0.0	0.0	0.2421409004593426	3.230036685615155	0.0	0.0	-0.06581983559445082	-3.1281528236845966	-0.04440497161115347	0.0	0.0	0.5972911806705721	0.0	0.0	0.0	0.0	0.0	1.035137527430004	0.0	0.0	1.18650818146491	0.6092980377835774	0.0030865118767424214	0.0	-0.0627333237177084	0.0	0.0	0.0	0.0	-3.230036685615155	1.0135705709568883	0.034590177684759915	0.0	0.034590177684759915	0.0	1.069727705114764	0.0	0.0	5.221168119939189	0.7935796481816415	0.06581983559445082	3.1281528236845966	1.1279899924650683	0.5972911806705721	0.0	0.6068235171158722	-1.18650818146491	0.0	-1.1684502160069254	0.04440497161115347	0.0	0.0	0.0	0.0	0.5528862090594178	0.0	-0.008676514419250674	-0.008676514419250674	0.0	0.0	1.035137527430004	-1.0005473497452442	-0.002159471938791957	0.0	-0.002159471938792627	-0.006517042480458046	0.5972911806705721	1.3322676295501878e-15
0.8	0.0	0.0	0.0	1.04918972432774	1.04918972432774	0.0	0.0	1.001027713431113	0.0	0.0	8.39	6.978154784806603	0.012209915298929388	-3.14516748264392	1.04918972432774	6.262103199133656	0.0	1.170865193256161	0.0	0.0	0.0	0.0	3.14516748264392	0.0	0.0	0.0	0.0	-0.6107944221912515	0.0	0.0	0.24493090089652342	3.2341093896474415	0.0	0.0	-0.06657822614200216	-3.131051599566828	-0.04491661541017174	0.0	0.0	0.5986492194434067	0.0	0.0	0.0	0.0	0.0	1.036016446711725	0.0	0.0	1.1891312265433593	0.6107944221912515	0.0031220753419362443	0.0	-0.06345615080006592	0.0	0.0	0.0	0.0	-3.2341093896474415	1.014200991047128	0.03498873328061203	0.0	0.03498873328061203	0.0	1.071005179992337	0.0	0.0	5.226086752421931	0.7916752847241397	0.06657822614200216	3.131051599566828	1.1299387781656796	0.5986492194434067	0.0	0.608291389554971	-1.1891312265433593	0.0	-1.170865193256161	0.04491661541017174	0.0	0.0	0.0	0.0	0.5537326040332353	0.0	-0.008776487116870377	-0.008776487116870377	0.0	0.0	1.036016446711725	-1.001027713431113	-0.002184353846978293	0.0	-0.0021843538469785346	-0.006592133269891842	0.5986492194434067	4.440892098500626e-16
0.9	0.0	0.0	0.0	1.05135229224285	1.05135229224285	0.0	0.0	1.002037279651855	0.0	0.0	8.39	6.990265323477649	0.012502221470654072	-3.151597689765272	1.05135229224285	6.274287743046099	0.0	1.1759406798643592	0.0	0.0	0.0	0.0	3.151597689765272	0.0	0.0	0.0	0.0	-0.6139393292599483	0.0	0.0	0.2507945627013174	3.2426688718461056	0.0	0.0	-0.06817211323518252	-3.1371438715230493	-0.045991922124095294	0.0	0.0	0.6015033695630893	0.0	0.0	0.0	0.0	0.0	1.0378636454981613	0.0	0.0	1.1946440031844576	0.6139393292599483	0.003196818030046246	0.0	-0.06497529520513627	0.0	0.0	0.0	0.0	-3.2426688718461056	1.0155259263965437	0.035826365846306274	0.0	0.035826365846306274	0.0	1.0736900113444676	0.0	0.0	5.236424097547937	0.7876729400938732	0.06817211323518252	3.1371438715230493	1.1340344837168737	0.6015033695630893	0.0	0.6113763738584642	-1.1946440031844576	0.0	-1.1759406798643592	0.045991922124095294	0.0	0.0	0.0	0.0	0.5555114474389943	0.0	-0.008986596793106049	-0.008986596793106049	0.0	0.0	1.0378636454981613	-1.002037279651855	-0.0022366474210997467	0.0	-0.0022366474211001127	-0.006749949372005936	0.6015033695630893	8.881784197001252e-16
