lifeline_index,feature_index,neuron_index,discrepancy
0,39,7,0.12175546833094492
0,39,8,0.08359654249031476
0,40,0,0.11775083183665734
0,40,1,0.02785165123285796
0,40,2,0.31284046176077357
0,40,3,0.029252181789288793
0,40,4,0.3247769098022756
0,40,5,0.4301967683209313
0,40,6,0.021988237147432022
0,40,7,0.11503498647424067
0,40,8,0.08673461547181802
0,41,0,0.06851006931674034
0,41,1,0.0035431223056674784
0,41,2,0.11702051993993358
0,41,3,0.005760110167099828
0,41,4,0.3315853031675486
0,41,5,0.2610135920280962
0,41,6,0.03584148153587403
0,41,7,0.07466531839077502
0,41,8,0.1950241962399228
0,42,0,0.044130636007355
0,42,1,0.013807257698077722
0,42,2,0.13542671868385872
0,42,3,0.025939305549488152
0,42,4,0.3497464063147583
0,42,5,0.273992219642202
0,42,6,0.048509995854957196
0,42,7,0.06959853074677656
0,42,8,0.2142760727751491
0,43,0,0.1374063455240738
0,43,1,0.04350590383986483
0,43,2,0.40138156539720743
0,43,3,0.04454843328999694
0,43,4,0.33199374526465514
0,43,5,0.5461860950732818
0,43,6,0.03177757378214806
0,43,7,0.18715573475800912
0,43,8,0.07502677553652908
0,44,0,0.17897955015172926
0,44,1,0.053953947472551
0,44,2,0.39134306282653747
0,44,3,0.04947914033710456
0,44,4,0.28010627802249194
0,44,5,0.5608992137024829
0,44,6,0.033383801341843974
0,44,7,0.1592559336451921
0,44,8,0.07233862434463334
0,45,0,0.12066345803547342
0,45,1,0.033266674488768494
0,45,2,0.3602885452392942
0,45,3,0.0431783251780383
0,45,4,0.24895715407259755
0,45,5,0.5001569729603355
0,45,6,0.027961632232853303
0,45,7,0.1741288817859664
0,45,8,0.06922144361433022
0,46,0,0.047129845026464876
0,46,1,0.012907068265908391
0,46,2,0.18399642409158
0,46,3,0.013603132282713069
0,46,4,0.2814998708098436
0,46,5,0.2658030620335303
0,46,6,0.030737245257482646
0,46,7,0.03007206448157525
0,46,8,0.20780874558067805
0,47,0,0.14991725651493026
0,47,1,0.05466457972909355
0,47,2,0.4319173827881563
0,47,3,0.04257057724236172
0,47,4,0.29741255940561095
0,47,5,0.5684179802753219
0,47,6,0.032757653290173105
0,47,7,0.14880312087247605
0,47,8,0.07148335471843364
1,0,0,0.01958123530687178
1,0,1,0.012098188087413737
1,0,2,0.1686189345241322
1,0,3,0.0161393098238086
1,0,4,0.3548955417036694
1,0,5,0.4555655902410699
1,0,6,0.05673534844290044
1,0,7,0.06666465216317562
1,0,8,0.318484539660057
1,1,0,0.019914523766519737
1,1,1,0.0158851822396728
1,1,2,0.17628728362570484
1,1,3,0.015282796546556308
1,1,4,0.44281873330324306
1,1,5,0.42010886261497243
1,1,6,0.06522815566902287
1,1,7,0.04757953982938876
1,1,8,0.3211736197270744
1,2,0,0.02872204846086484
1,2,1,0.019678301925311233
1,2,2,0.16932686808378833
1,2,3,0.032110781683125
1,2,4,0.41151880721171097
1,2,5,0.36078003770381084
1,2,6,0.06790455628672919
1,2,7,0.09613863009018264
1,2,8,0.28048234309784575
1,3,0,0.019175022191391763
1,3,1,0.023156031933917933
1,3,2,0.20015379313578868
1,3,3,0.019605376668015876
1,3,4,0.5167598976771298
1,3,5,0.3392118390540249
1,3,6,0.06003480247487097
1,3,7,0.05704318508384458
1,3,8,0.29114021727927886
1,4,0,0.02066771253320939
1,4,1,0.014922745883200526
1,4,2,0.2062079647584235
1,4,3,0.02841029416713578
1,4,4,0.3311530444886332
1,4,5,0.42526642566122
1,4,6,0.0861403152806357
1,4,7,0.041502784804567025
1,4,8,0.31787962369971534
1,5,0,0.019569455211111718
1,5,1,0.011666842722032623
1,5,2,0.18169536711340764
1,5,3,0.014686446813142727
1,5,4,0.32814481573409365
1,5,5,0.3769274362958878
1,5,6,0.0658235728169766
1,5,7,0.06030141665612677
1,5,8,0.33667372979023796
1,6,0,0.025602719439110123
1,6,1,0.017070491607275928
1,6,2,0.2170716132370143
1,6,3,0.017009669927587547
1,6,4,0.30779568060811296
1,6,5,0.3926172973989463
1,6,6,0.08733989431484268
1,6,7,0.05094507002247715
1,6,8,0.2425437387226118
1,7,0,0.020476487748601998
1,7,1,0.015575086225119331
1,7,2,0.15827520713377924
1,7,3,0.02239673022693213
1,7,4,0.5139328285343222
1,7,5,0.39421986895288236
1,7,6,0.10504791856619389
1,7,7,0.04927579015715751
1,7,8,0.29928006345363384
1,8,0,0.018664547350854488
1,8,1,0.01607353200336588
1,8,2,0.20074076701085022
1,8,3,0.017971453131285692
1,8,4,0.3739158281486465
1,8,5,0.40225429751280667
1,8,6,0.059765015669694325
1,8,7,0.04696158260284845
1,8,8,0.3095107189414776
1,9,0,0.022366938151358328
1,9,1,0.016726082647089625
1,9,2,0.21200387248716027
1,9,3,0.018429258503877468
1,9,4,0.334445027104123
1,9,5,0.3593514038412891
1,9,6,0.0797769582381538
1,9,7,0.05198833957256506
1,9,8,0.2638562139650692
1,10,0,0.033410545898752364
1,10,1,0.015049343613187214
1,10,2,0.1133443968076763
1,10,3,0.020098314013340626
1,10,4,0.3747138204819564
1,10,5,0.363571061110505
1,10,6,0.10553047573398794
1,10,7,0.13025072747521313
1,10,8,0.25774109449154786
1,11,0,0.021728369653486613
1,11,1,0.01956078917801125
1,11,2,0.22564563423328876
1,11,3,0.01922996072685005
1,11,4,0.33952328974525364
1,11,5,0.4267500089664244
1,11,6,0.06617678814651448
1,11,7,0.04083557483412533
1,11,8,0.2640483528789954
1,12,0,0.020703408269781117
1,12,1,0.009777311180209204
1,12,2,0.15694659614067807
1,12,3,0.02018249621475678
1,12,4,0.3953675545993607
1,12,5,0.37115738228460315
1,12,6,0.0840111087745463
1,12,7,0.06610436097844992
1,12,8,0.29894694519030796
1,13,0,0.019371329417715754
1,13,1,0.012521621641027944
1,13,2,0.20259633339980823
1,13,3,0.018288109494076523
1,13,4,0.3781168631162287
1,13,5,0.45256209238700984
1,13,6,0.07340959544850734
1,13,7,0.04205670882702319
1,13,8,0.3021542452938998
1,14,0,0.017178914836719558
1,14,1,0.01275121123724413
1,14,2,0.17556228710495683
1,14,3,0.013432585167902054
1,14,4,0.3533204539044388
1,14,5,0.45103967660810673
1,14,6,0.07172487802971597
1,14,7,0.04341871317404012
1,14,8,0.31009715389182735
1,15,0,0.04619065194398242
1,15,1,0.013987059282277862
1,15,2,0.12560413142556717
1,15,3,0.023394040776653028
1,15,4,0.2988049478609444
1,15,5,0.3648304138872977
1,15,6,0.05690350826758618
1,15,7,0.1295315524779077
1,15,8,0.22809740221371202
1,16,0,0.02298406355965053
1,16,1,0.020962799508481792
1,16,2,0.2561560555437304
1,16,3,0.025114994401363618
1,16,4,0.3506925421803095
1,16,5,0.41972906487186445
1,16,6,0.06452153621131704
1,16,7,0.03839206008979577
1,16,8,0.2740626952321303
1,17,0,0.01706677349109717
1,17,1,0.010890376740763959
1,17,2,0.15632216996162704
1,17,3,0.02403203945218566
1,17,4,0.31656280731808367
1,17,5,0.38589093587285467
1,17,6,0.06398756812152055
1,17,7,0.0713119406367258
1,17,8,0.32591610067905424
1,18,0,0.02028133109923512
1,18,1,0.01425863802476664
1,18,2,0.21541333072635147
1,18,3,0.01905852247163612
1,18,4,0.35616060134675864
1,18,5,0.43262289494349854
1,18,6,0.04758444566975568
1,18,7,0.043077628857600574
1,18,8,0.3227371146779733
1,19,0,0.028850937259457005
1,19,1,0.018338359934619117
1,19,2,0.14484067001910025
1,19,3,0.014125297744311646
1,19,4,0.3859133683633598
1,19,5,0.4073810279657318
1,19,6,0.06802664904575179
1,19,7,0.08942525099182282
1,19,8,0.24649954569005514
1,20,0,0.019583896637058177
1,20,1,0.011811670767518547
1,20,2,0.18498008660871332
1,20,3,0.01907101866706431
1,20,4,0.3860948874276812
1,20,5,0.41497729074815665
1,20,6,0.09623626817223924
1,20,7,0.03831278453091354
1,20,8,0.3138857163825727
1,21,0,0.018260800466343784
1,21,1,0.01665089103400594
1,21,2,0.2086655915948314
1,21,3,0.023269755889876335
1,21,4,0.4221200598620513
1,21,5,0.39015078838960887
1,21,6,0.06475650362335149
1,21,7,0.04538776954651746
1,21,8,0.29336237647943497
1,22,0,0.02110732984499697
1,22,1,0.01399082200592741
1,22,2,0.18089599460771846
1,22,3,0.02235260532115002
1,22,4,0.44293347988348936
1,22,5,0.3180931837662235
1,22,6,0.07441010508847655
1,22,7,0.08839424070262872
1,22,8,0.22635047608350106
1,23,0,0.023033546623320546
1,23,1,0.015679936823401235
1,23,2,0.15347637812708834
1,23,3,0.02574460002010303
1,23,4,0.3698947785558434
1,23,5,0.3738806111404024
1,23,6,0.09159396759592923
1,23,7,0.07552215986136011
1,23,8,0.293843638719159
1,24,0,0.06820601629953928
1,24,1,0.07064700358264221
1,24,2,0.307393268565132
1,24,3,0.0609048330645988
1,24,4,0.3391548182420107
1,24,5,0.46813439740469764
1,24,6,0.11043539192432825
1,24,7,0.07761597846873448
1,24,8,0.293014488368215
1,25,0,0.06899756229928697
1,25,1,0.06699450889875365
1,25,2,0.28322093539480686
1,25,3,0.0584801981783579
1,25,4,0.3667006008612834
1,25,5,0.4805098023327366
1,25,6,0.12293905685855264
1,25,7,0.07958862695217347
1,25,8,0.31756672936205993
1,26,0,0.02781308003911891
1,26,1,0.025954939383305793
1,26,2,0.22822266403640515
1,26,3,0.019752383871351125
1,26,4,0.2648316559941376
1,26,5,0.39701871083909124
1,26,6,0.03076463955184107
1,26,7,0.05091422851641102
1,26,8,0.3172665613881168
1,27,0,0.019987727950401782
1,27,1,0.02427730641151765
1,27,2,0.1974929685236293
1,27,3,0.020615368415936985
1,27,4,0.3084727437894609
1,27,5,0.4608744236193507
1,27,6,0.05351348488871492
1,27,7,0.05616662205484667
1,27,8,0.29322486364819045
1,28,0,0.02702639047298244
1,28,1,0.01980347918345228
1,28,2,0.24363214198651922
1,28,3,0.02897776195551957
1,28,4,0.41434415672267355
1,28,5,0.47725975430648543
1,28,6,0.05656677102634681
1,28,7,0.039807991669350645
1,28,8,0.3121975198642563
1,29,0,0.024447339756219575
1,29,1,0.014826530708495614
1,29,2,0.20688212693258695
1,29,3,0.02094990068142496
1,29,4,0.41523285165565604
1,29,5,0.4101147922155869
1,29,6,0.05470882385679345
1,29,7,0.0510499623097155
1,29,8,0.32251843406542824
1,30,0,0.020204938267655227
1,30,1,0.013663850186092442
1,30,2,0.1942746846257869
1,30,3,0.016753536785927305
1,30,4,0.4583464107622929
1,30,5,0.440714062289237
1,30,6,0.06620403067400178
1,30,7,0.04868004097502502
1,30,8,0.29134357237574793
1,31,0,0.02197933971635059
1,31,1,0.016450366003964902
1,31,2,0.20534476158897605
1,31,3,0.019097864425398486
1,31,4,0.4178653418927182
1,31,5,0.4589993122210017
1,31,6,0.049761995360606034
1,31,7,0.045613281930272025
1,31,8,0.3076112128914439
1,32,0,0.020207424457575313
1,32,1,0.014093047047190258
1,32,2,0.22259901557001463
1,32,3,0.023574065196945916
1,32,4,0.40438243153464243
1,32,5,0.4308115398791278
1,32,6,0.046874988717123325
1,32,7,0.05119045880328292
1,32,8,0.3177613126467864
1,33,0,0.031698274759232696
1,33,1,0.015726411476629225
1,33,2,0.13004298861069605
1,33,3,0.015476489121822026
1,33,4,0.2584252227216306
1,33,5,0.3337339800522053
1,33,6,0.0575302497749395
1,33,7,0.10899255458579585
1,33,8,0.3228962081357415
1,34,0,0.018213258349025048
1,34,1,0.013924176689998855
1,34,2,0.1951354402957764
1,34,3,0.01973112821086555
1,34,4,0.35402526933198947
1,34,5,0.39249710972609264
1,34,6,0.05581329507218777
1,34,7,0.057942481335760944
1,34,8,0.3216638321690254
1,35,0,0.020641111054762476
1,35,1,0.01590102297215009
1,35,2,0.23290211037642014
1,35,3,0.022340720715424384
1,35,4,0.26183315256368905
1,35,5,0.4354572449566569
1,35,6,0.0297879833433484
1,35,7,0.05858335623450642
1,35,8,0.3010837576120779
1,36,0,0.051517715434272124
1,36,1,0.01910664125014133
1,36,2,0.12244460528825139
1,36,3,0.01990417606164038
1,36,4,0.2623281789139171
1,36,5,0.3824193859939516
1,36,6,0.051026917972184525
1,36,7,0.14290398974652918
1,36,8,0.27886262687023217
1,37,0,0.3153578509826367
1,37,1,0.2724544433364492
1,37,2,0.5188802716393168
1,37,3,0.3219490503194375
1,37,4,0.7616907817771852
1,37,5,0.5123023530778922
1,37,6,0.40905925586675385
1,37,7,0.302831836721692
1,37,8,0.5915791426639624
1,38,0,0.09233950806157938
1,38,1,0.1995914584833714
1,38,2,0.5131402989620769
1,38,3,0.14945951581978903
1,38,4,0.3805203865641667
1,38,5,0.8577504051174412
1,38,6,0.25246015405338706
1,38,7,0.23059972468403003
1,38,8,0.5916748574133681
1,39,0,0.06618453366127551
1,39,1,0.02238978060348967
1,39,2,0.13693057817217194
1,39,3,0.020515415629797806
1,39,4,0.3297193146859801
1,39,5,0.28740752584342166
1,39,6,0.0538700390419068
1,39,7,0.1405956750213213
1,39,8,0.24731332456277721
1,40,0,0.06555328248313931
1,40,1,0.020724664937714084
1,40,2,0.14709332166220057
1,40,3,0.0323216026504587
1,40,4,0.3267747509360704
1,40,5,0.31439938263887895
1,40,6,0.04196999763813394
1,40,7,0.12085252339519532
1,40,8,0.23824161267442398
1,41,0,0.023335309060858855
1,41,1,0.013638565864031954
1,41,2,0.1874111377898609
1,41,3,0.01619704572082
1,41,4,0.3770472043011006
1,41,5,0.4350222239392224
1,41,6,0.06918473670071487
1,41,7,0.04533169582093647
1,41,8,0.28217648288421115
1,42,0,0.024407314841782376
1,42,1,0.019239247472128466
1,42,2,0.15683107954627482
1,42,3,0.028105204263120697
1,42,4,0.43506646627571716
1,42,5,0.38354109646575674
1,42,6,0.0825002847564486
1,42,7,0.07309043642791554
1,42,8,0.28346647171112466
1,43,0,0.13558373560684514
1,43,1,0.059105395268468724
1,43,2,0.23258705055837134
1,43,3,0.06168729712209027
1,43,4,0.33359362221171
1,43,5,0.24824388906425682
1,43,6,0.050797567729157465
1,43,7,0.19275102030162042
1,43,8,0.23082270603295796
1,44,0,0.20548312374264494
1,44,1,0.10005771045014308
1,44,2,0.3305346729821099
1,44,3,0.12669945420182882
1,44,4,0.3595206994397104
1,44,5,0.19332017099121435
1,44,6,0.08202045957843779
1,44,7,0.16713993155380613
1,44,8,0.3154663817058933
1,45,0,0.1098897418077417
1,45,1,0.03901026010972531
1,45,2,0.19703094994323037
1,45,3,0.04868179180071614
1,45,4,0.2631658505543958
1,45,5,0.24594060644775634
1,45,6,0.04344987813574141
1,45,7,0.179234836206164
1,45,8,0.22152998493913514
1,46,0,0.01847064093141441
1,46,1,0.015276737469362542
1,46,2,0.2163102641553203
1,46,3,0.02062413850524821
1,46,4,0.42862377662981943
1,46,5,0.4549531791106579
1,46,6,0.049337213152153454
1,46,7,0.03528862659404839
1,46,8,0.2925035708336576
1,47,0,0.15120771891895896
1,47,1,0.07446682683650674
1,47,2,0.2750814069988943
1,47,3,0.06249620659360459
1,47,4,0.32263772841163785
1,47,5,0.20834663949757576
1,47,6,0.04873473004786528
1,47,7,0.17437823572351177
1,47,8,0.23345907071561933
2,0,0,0.015562900879722457
2,0,1,0.007353400758812818
2,0,2,0.18969895765619707
2,0,3,0.008047718321862086
2,0,4,0.3511973402355348
2,0,5,0.4362634832306915
2,0,6,0.050207956359189385
2,0,7,0.0607722478631039
2,0,8,0.30975248134711353
2,1,0,0.015093563392027656
2,1,1,0.015683643855088605
2,1,2,0.2008428006523244
2,1,3,0.006686106469874501
2,1,4,0.43695711911962454
2,1,5,0.3984939552844471
2,1,6,0.062149568268176324
2,1,7,0.054781003180157245
2,1,8,0.30528580872657896
2,2,0,0.021454973093959405
2,2,1,0.012761514017363905
2,2,2,0.18827531441608136
2,2,3,0.008802248496759774
2,2,4,0.3767503566800057
2,2,5,0.3751893030923379
2,2,6,0.055144781832010624
2,2,7,0.07230002359197195
2,2,8,0.23023216944747726
2,3,0,0.013866264549048183
2,3,1,0.01959367882863482
2,3,2,0.22468867657375402
2,3,3,0.011099840969957362
2,3,4,0.5002592226289588
2,3,5,0.32251339626112674
2,3,6,0.05897240375832842
2,3,7,0.06253468346725405
2,3,8,0.27182089479946464
2,4,0,0.01921833484456921
2,4,1,0.01798232540678542
2,4,2,0.25831418183220456
2,4,3,0.01756868063532852
2,4,4,0.29722710569951055
2,4,5,0.44465886009672445
2,4,6,0.09254812236454048
2,4,7,0.04467031728527896
2,4,8,0.2925453000005442
2,5,0,0.015393562821478806
2,5,1,0.011004171193981234
2,5,2,0.20639583888204074
2,5,3,0.008436934536842154
2,5,4,0.3183887861330427
2,5,5,0.36837515654306824
2,5,6,0.0651692016211432
2,5,7,0.06300945381320683
2,5,8,0.318270732670504
2,6,0,0.019523899833236307
2,6,1,0.014651774341282751
2,6,2,0.24050736609239895
2,6,3,0.008374178280800289
2,6,4,0.3095977026901711
2,6,5,0.38578877750765883
2,6,6,0.07905020928888881
2,6,7,0.05035046504954646
2,6,8,0.2314379523376689
2,7,0,0.01521838479847302
2,7,1,0.013600506524576842
2,7,2,0.18219737484085854
