lifeline_index,feature_index,neuron_index,discrepancy
2,7,3,0.009069075478222348
2,7,4,0.517101102552955
2,7,5,0.3664673918043305
2,7,6,0.10417576132890166
2,7,7,0.05054423419430693
2,7,8,0.2910213084771518
2,8,0,0.015811559545753213
2,8,1,0.017768092517624807
2,8,2,0.23021001497146187
2,8,3,0.01128994253419362
2,8,4,0.373836366635637
2,8,5,0.3923952007801691
2,8,6,0.0600065170382157
2,8,7,0.05167561098624527
2,8,8,0.29867539669327015
2,9,0,0.016461774856811977
2,9,1,0.0146183909021502
2,9,2,0.23598643590980084
2,9,3,0.00824367905238947
2,9,4,0.35198415364409413
2,9,5,0.3320131666901648
2,9,6,0.07141855568462926
2,9,7,0.05648722268179905
2,9,8,0.2645134842050757
2,10,0,0.02311653959487578
2,10,1,0.008544590907949309
2,10,2,0.09913087925268904
2,10,3,0.01137372048587122
2,10,4,0.3374273467407189
2,10,5,0.30539302515087063
2,10,6,0.0927401630916129
2,10,7,0.12003527379852179
2,10,8,0.20214139116544141
2,11,0,0.017816135251071636
2,11,1,0.022490716500988155
2,11,2,0.28474144326384393
2,11,3,0.010896427633210557
2,11,4,0.33974563029627475
2,11,5,0.42230476708914466
2,11,6,0.06201465673733374
2,11,7,0.04743854481763034
2,11,8,0.26429848773768555
2,12,0,0.01564033091928293
2,12,1,0.004583604828736764
2,12,2,0.16518900165980985
2,12,3,0.00696713647174001
2,12,4,0.36162851766893755
2,12,5,0.3332645502587341
2,12,6,0.07980296078984755
2,12,7,0.061716404124272504
2,12,8,0.25504449896508813
2,13,0,0.015832057203283338
2,13,1,0.014845781879860166
2,13,2,0.24237562048072467
2,13,3,0.01032778851883435
2,13,4,0.3790891886972604
2,13,5,0.46193831476610947
2,13,6,0.07719671829627994
2,13,7,0.04287075713007913
2,13,8,0.30145774507593914
2,14,0,0.015477512661633996
2,14,1,0.014165218202244239
2,14,2,0.19024168649139853
2,14,3,0.0062374680873087205
2,14,4,0.3305985700120886
2,14,5,0.4358875042279257
2,14,6,0.07294214317899303
2,14,7,0.04564760737392629
2,14,8,0.288288084066794
2,15,0,0.03352457481265269
2,15,1,0.015444343258092573
2,15,2,0.10896774508856473
2,15,3,0.02773854142646063
2,15,4,0.2516672889631373
2,15,5,0.3002968094722569
2,15,6,0.04652870664358772
2,15,7,0.09020330130809456
2,15,8,0.1514693953924376
2,16,0,0.021935523764294244
2,16,1,0.02319652712819174
2,16,2,0.32460837843671586
2,16,3,0.016613407300844034
2,16,4,0.35009700716535097
2,16,5,0.4210787553030967
2,16,6,0.058925073975049855
2,16,7,0.03868493229660452
2,16,8,0.27594482960883
2,17,0,0.01756503539836612
2,17,1,0.008042696414445143
2,17,2,0.18656143100013006
2,17,3,0.011597868767908501
2,17,4,0.302404565710161
2,17,5,0.3855269012433633
2,17,6,0.06504039231807117
2,17,7,0.06515649334146341
2,17,8,0.31224974481137013
2,18,0,0.019064257717352345
2,18,1,0.013592233840661614
2,18,2,0.24681896453678953
2,18,3,0.010518857455999345
2,18,4,0.3346610565435114
2,18,5,0.43166407621082925
2,18,6,0.04462947281821178
2,18,7,0.04189483443685393
2,18,8,0.3065191840229794
2,19,0,0.01773003349698461
2,19,1,0.011325911916134355
2,19,2,0.12498607927293408
2,19,3,0.007820048948013438
2,19,4,0.3446521953359205
2,19,5,0.3571813648649241
2,19,6,0.05705805268679984
2,19,7,0.07998731105981623
2,19,8,0.19399264764474167
2,20,0,0.017475753143853773
2,20,1,0.01359326068927617
2,20,2,0.22187245278910475
2,20,3,0.013971048995454205
2,20,4,0.39447970014309525
2,20,5,0.3994012795928384
2,20,6,0.09859191944093287
2,20,7,0.04135315554392085
2,20,8,0.31791251163425605
2,21,0,0.017361495651965254
2,21,1,0.017167091904117873
2,21,2,0.25089923482068716
2,21,3,0.013982603264150696
2,21,4,0.41411942341701047
2,21,5,0.39159973155910943
2,21,6,0.06676763136118147
2,21,7,0.04604669770803216
2,21,8,0.29509638766747126
2,22,0,0.016416446871727802
2,22,1,0.010894905884231946
2,22,2,0.19423158043959018
2,22,3,0.012313371428110802
2,22,4,0.43216927808127514
2,22,5,0.277867900480973
2,22,6,0.0635348290538152
2,22,7,0.0907316058902797
2,22,8,0.20785958232319693
2,23,0,0.016628247866049255
2,23,1,0.01396303339866853
2,23,2,0.19047315269575998
2,23,3,0.006485270429574727
2,23,4,0.33086926906259834
2,23,5,0.4047782673612757
2,23,6,0.09359357531010676
2,23,7,0.06282236428669102
2,23,8,0.2536047881038163
2,24,0,0.038050356345123354
2,24,1,0.028248276156918235
2,24,2,0.2811577301334402
2,24,3,0.034213560617726374
2,24,4,0.3502202325169272
2,24,5,0.37489024221348843
2,24,6,0.07262668331117819
2,24,7,0.05661070325716459
2,24,8,0.28893176347706107
2,25,0,0.03896118639691623
2,25,1,0.022988717765462224
2,25,2,0.24500110628007338
2,25,3,0.027151909107196504
2,25,4,0.3761413854748758
2,25,5,0.38973242043890827
2,25,6,0.08018668972432817
2,25,7,0.058378759312338754
2,25,8,0.32004874735987865
2,26,0,0.020337719851307008
2,26,1,0.01794657444985287
2,26,2,0.24297882552261818
2,26,3,0.012927204620486927
2,26,4,0.2844271224166041
2,26,5,0.37654061837910624
2,26,6,0.022666832723017453
2,26,7,0.05629497632657849
2,26,8,0.31542451112909786
2,27,0,0.01604877644452431
2,27,1,0.02247458760606484
2,27,2,0.20862552913130553
2,27,3,0.008071558034905236
2,27,4,0.3077087363303649
2,27,5,0.43767172257356207
2,27,6,0.04584943505147085
2,27,7,0.05509026993536065
2,27,8,0.28586003730125664
2,28,0,0.022202409673010213
2,28,1,0.016388365218468922
2,28,2,0.30082996294878495
2,28,3,0.021266857665901244
2,28,4,0.42979956655338936
2,28,5,0.4455748741924233
2,28,6,0.05272196770602075
2,28,7,0.0381709540593294
2,28,8,0.31827266838423085
2,29,0,0.023148191419859077
2,29,1,0.013625510691521882
2,29,2,0.25689591741232465
2,29,3,0.012414705832224742
2,29,4,0.4184188636826334
2,29,5,0.4133778440827441
2,29,6,0.056177062889577606
2,29,7,0.05233138372780013
2,29,8,0.31572858843937474
2,30,0,0.015877944041408742
2,30,1,0.010354310683360221
2,30,2,0.21532477560445262
2,30,3,0.007699268684299355
2,30,4,0.43671886686711003
2,30,5,0.43023201805230116
2,30,6,0.061881492454998716
2,30,7,0.051341993375759086
2,30,8,0.26946040858353304
2,31,0,0.014537355750041343
2,31,1,0.010679044283964994
2,31,2,0.22677371094039128
2,31,3,0.010918867528008934
2,31,4,0.42735313099646344
2,31,5,0.4292283174728632
2,31,6,0.04425102650122489
2,31,7,0.042869496205822324
2,31,8,0.30052331760699585
2,32,0,0.02006708933591663
2,32,1,0.014139311554984074
2,32,2,0.2711712256190438
2,32,3,0.017290544763524315
2,32,4,0.40038817573547353
2,32,5,0.45466678804887284
2,32,6,0.04812483635061392
2,32,7,0.04595175129190302
2,32,8,0.3172842434063981
2,33,0,0.021792384704590797
2,33,1,0.0063721712282218115
2,33,2,0.11774234009599881
2,33,3,0.0064396452613405715
2,33,4,0.23887381610772657
2,33,5,0.2859588116193835
2,33,6,0.04444634527474966
2,33,7,0.08870664510267073
2,33,8,0.26152129740100866
2,34,0,0.01555600241451442
2,34,1,0.011598924188166113
2,34,2,0.23587464357680288
2,34,3,0.00782825710270301
2,34,4,0.33535694430226176
2,34,5,0.37865605551885906
2,34,6,0.05220229313054692
2,34,7,0.05352631740739057
2,34,8,0.31030844623629156
2,35,0,0.018495556714257483
2,35,1,0.016455723683804876
2,35,2,0.2726364496169961
2,35,3,0.012209824467939182
2,35,4,0.2644367712500646
2,35,5,0.41487388526372626
2,35,6,0.02383264580314729
2,35,7,0.0589612920130481
2,35,8,0.30078382819531657
2,36,0,0.03452776925164372
2,36,1,0.015160196484852404
2,36,2,0.10611837449599988
2,36,3,0.024476926763108107
2,36,4,0.2425716574820515
2,36,5,0.30390795698069417
2,36,6,0.03295377964914044
2,36,7,0.10761339679818642
2,36,8,0.20515877373612343
2,37,0,0.7599307843312593
2,37,1,0.7332447285159938
2,37,2,0.7827041791957913
2,37,3,0.8391666031645854
2,37,4,1.2890977697431394
2,37,5,0.7676787629875914
2,37,6,0.8005267534813518
2,37,7,0.757194186493044
2,37,8,0.9310142760328763
2,38,0,0.11540435446047163
2,38,1,0.10468514607770826
2,38,2,0.638452479931538
2,38,3,0.13841696355061506
2,38,4,0.4052317214617838
2,38,5,0.6089969164706058
2,38,6,0.1406063371946218
2,38,7,0.09218363351736812
2,38,8,0.4857989172396223
2,39,0,0.043007590673016176
2,39,1,0.034664545684510814
2,39,2,0.1274163192086727
2,39,3,0.029605415167286223
2,39,4,0.2714927754570915
2,39,5,0.23389219228499553
2,39,6,0.05237395921329603
2,39,7,0.09740195504862595
2,39,8,0.15616449103452762
2,40,0,0.043919947752524315
2,40,1,0.02625987842942838
2,40,2,0.12845049619349833
2,40,3,0.04048433818677301
2,40,4,0.27702974036883926
2,40,5,0.25635524719096775
2,40,6,0.029445590399724775
2,40,7,0.0869064425596126
2,40,8,0.1542663020484162
2,41,0,0.016250652364725515
2,41,1,0.009791086834657646
2,41,2,0.19228942472425112
2,41,3,0.007252856337853787
2,41,4,0.37579754324092185
2,41,5,0.4187856615902417
2,41,6,0.06147085963080563
2,41,7,0.048301900294351885
2,41,8,0.2691533391395357
2,42,0,0.016614333988494632
2,42,1,0.01633020703075387
2,42,2,0.16886564753583855
2,42,3,0.011018212157037575
2,42,4,0.39077692070756037
2,42,5,0.3963447844699418
2,42,6,0.08851093115078684
2,42,7,0.061898988213356744
2,42,8,0.23604786022433039
2,43,0,0.05046758641980382
2,43,1,0.04681195091629004
2,43,2,0.21076643464399594
2,43,3,0.041567894798140916
2,43,4,0.21187889553294978
2,43,5,0.17658556713582668
2,43,6,0.02273782107558036
2,43,7,0.12167732251670618
2,43,8,0.09840011089965603
2,44,0,0.08883244112338796
2,44,1,0.04710890851916847
2,44,2,0.30415293949923966
2,44,3,0.06983113359779254
2,44,4,0.17704716692037292
2,44,5,0.07705515372854049
2,44,6,0.02870656236396207
2,44,7,0.0927851366319335
2,44,8,0.11210190493785799
2,45,0,0.04523702059958354
2,45,1,0.039623973274968444
2,45,2,0.1755162222136963
2,45,3,0.052661053930493334
2,45,4,0.17458807022817055
2,45,5,0.19461032024872446
2,45,6,0.03597847758022266
2,45,7,0.12015456839296915
2,45,8,0.11375615438789345
2,46,0,0.015003305641616458
2,46,1,0.018346119891038036
2,46,2,0.28487207379294904
2,46,3,0.013941453035646725
2,46,4,0.4361796874562094
2,46,5,0.4557587378156342
2,46,6,0.04655460035892332
2,46,7,0.037630374993959465
2,46,8,0.29632692878984185
2,47,0,0.056559973249729154
2,47,1,0.057570652188752375
2,47,2,0.25980171856806694
2,47,3,0.03899394672044027
2,47,4,0.17757535269580021
2,47,5,0.1354878413200583
2,47,6,0.01943109385620602
2,47,7,0.09527897302362333
2,47,8,0.08534217164988936
3,0,0,0.014031176116072316
3,0,1,0.010272371594238437
3,0,2,0.2131994011011662
3,0,3,0.009384302796353692
3,0,4,0.39524508569628686
3,0,5,0.5040041461732546
3,0,6,0.049899340893087216
3,0,7,0.07180400539346139
3,0,8,0.3486209106438251
3,1,0,0.01470475284318332
3,1,1,0.01933426095047909
3,1,2,0.22501554506614482
3,1,3,0.008655116711853681
3,1,4,0.4896335540784139
3,1,5,0.4650357367815678
3,1,6,0.06189807798761025
3,1,7,0.06159325123926323
3,1,8,0.3648502721771702
3,2,0,0.014129309210101672
3,2,1,0.015152361728215356
3,2,2,0.22142220219734124
3,2,3,0.007825110298530873
3,2,4,0.41251050632059555
3,2,5,0.4337483896018126
3,2,6,0.057707626926783
3,2,7,0.08032893052551603
3,2,8,0.2607138072330781
3,3,0,0.01453855252255207
3,3,1,0.022902555464387877
3,3,2,0.2591960896970145
3,3,3,0.01601044603212955
3,3,4,0.5977599152598438
3,3,5,0.363199181266595
3,3,6,0.05225994401100753
3,3,7,0.06801672302707656
3,3,8,0.3283128853921693
3,4,0,0.017266463185591385
3,4,1,0.016786702316157455
3,4,2,0.28017141905971304
3,4,3,0.022870579505037913
3,4,4,0.3668962818476
3,4,5,0.48125805985187475
3,4,6,0.07745721874919617
3,4,7,0.048808841128446974
3,4,8,0.36573115126262074
3,5,0,0.014257298524509488
3,5,1,0.012561839404807679
3,5,2,0.23067745437371925
3,5,3,0.009935581081805539
3,5,4,0.3601475880105323
3,5,5,0.4163842835183398
3,5,6,0.06367261253460664
3,5,7,0.06922902073681715
3,5,8,0.36759714068389443
3,6,0,0.01591463580516457
3,6,1,0.016714882819690514
3,6,2,0.26794257027414703
3,6,3,0.008784516674412714
3,6,4,0.3282886891535921
3,6,5,0.42448012429961435
3,6,6,0.0792324103702439
3,6,7,0.053632524749743116
3,6,8,0.2562363516106457
3,7,0,0.015349489945729608
3,7,1,0.01633223612598086
3,7,2,0.20714684832642238
3,7,3,0.011754426755710042
3,7,4,0.5896707014851047
3,7,5,0.44563937395034764
3,7,6,0.10539752359627005
3,7,7,0.060956250052622535
3,7,8,0.33933004500028324
3,8,0,0.013748591271979773
3,8,1,0.01828205299046078
3,8,2,0.2631281500874809
3,8,3,0.015150066282952712
3,8,4,0.4305698922439725
3,8,5,0.44852930232731836
3,8,6,0.051634157648672366
3,8,7,0.05533240877830903
3,8,8,0.35084995443786116
3,9,0,0.013645869747544276
3,9,1,0.018035728865875508
3,9,2,0.2644382010516078
3,9,3,0.009569023247353009
3,9,4,0.372735756260324
3,9,5,0.38557445129420004
3,9,6,0.07714706493104719
3,9,7,0.0641276163538855
3,9,8,0.2902450588734994
3,10,0,0.025392268155742474
3,10,1,0.010975107943183035
3,10,2,0.11819233040459003
3,10,3,0.011818967199144588
3,10,4,0.3871703644639463
3,10,5,0.3657274297193694
3,10,6,0.1058075646556901
3,10,7,0.11282808876347035
3,10,8,0.2600540836923035
3,11,0,0.014056848329042129
3,11,1,0.024365787782786166
3,11,2,0.3106781700373138
3,11,3,0.012651086590177397
3,11,4,0.39456345565550416
3,11,5,0.4906160737000094
3,11,6,0.05836824512428606
3,11,7,0.05436261351479552
3,11,8,0.311893642513187
3,12,0,0.016117707597488443
3,12,1,0.0076135516396303215
3,12,2,0.19228312624373847
3,12,3,0.009450226112261739
3,12,4,0.4280597072495173
3,12,5,0.40239922430409975
3,12,6,0.07965880311459031
3,12,7,0.06558788435000902
3,12,8,0.3196391919310671
3,13,0,0.014182077410410282
3,13,1,0.01806560413605416
3,13,2,0.26365749225616236
3,13,3,0.01125916941190737
3,13,4,0.4106705441668927
3,13,5,0.5219505599165614
3,13,6,0.07652753374897445
3,13,7,0.047002995687310214
3,13,8,0.33703090250144513
3,14,0,0.014215142388572124
3,14,1,0.017667987331829362
3,14,2,0.22550353486373995
3,14,3,0.00902864368782693
3,14,4,0.3760611117775492
3,14,5,0.5015233999708608
3,14,6,0.07244106625882009
3,14,7,0.04794985605473655
3,14,8,0.3298380630461002
3,15,0,0.03747293579594125
3,15,1,0.017468415588843662
3,15,2,0.09247690056963684
3,15,3,0.027764472791546764
3,15,4,0.28476736427791344
3,15,5,0.32522937289755727
3,15,6,0.050359304309899246
3,15,7,0.08648387432195277
3,15,8,0.18520979331633372
3,16,0,0.019001927248170535
3,16,1,0.02345041465176484
3,16,2,0.3455188468101354
3,16,3,0.016947811479245213
3,16,4,0.39773698166546645
3,16,5,0.4708182634358123
3,16,6,0.05794930889907217
3,16,7,0.04530724836293352
3,16,8,0.3203113241406743
3,17,0,0.016125742143556134
3,17,1,0.01306055997763337
3,17,2,0.20480956628898245
3,17,3,0.01258168106936167
3,17,4,0.34006987223163965
3,17,5,0.4357136466599236
3,17,6,0.06368543451377877
3,17,7,0.07809597138085993
3,17,8,0.3559699584943072
3,18,0,0.014904791857530285
3,18,1,0.017241214162866943
3,18,2,0.2772498375960066
3,18,3,0.012205939660993724
3,18,4,0.3862440410212981
3,18,5,0.4816435272826044
3,18,6,0.03707278822822753
3,18,7,0.04857580492167602
3,18,8,0.3561143296803401
3,19,0,0.016747873418415552
3,19,1,0.012520934776622953
3,19,2,0.1442481951002714
3,19,3,0.007677277664133098
3,19,4,0.3936253748003559
3,19,5,0.40875950986623594
3,19,6,0.05624484207812767
3,19,7,0.06911317719815961
3,19,8,0.23484435009455829
3,20,0,0.01451750939769228
3,20,1,0.016336395240168736
3,20,2,0.24118070417492338
3,20,3,0.014332331925013042
3,20,4,0.42497767518850443
3,20,5,0.4634791976504372
3,20,6,0.09457128443593468
3,20,7,0.04751348735885739
3,20,8,0.3526669513195992
3,21,0,0.015164074781496804
3,21,1,0.020750735934644556
3,21,2,0.2788052932653255
3,21,3,0.016891393216185848
3,21,4,0.4808566532394193
3,21,5,0.4282499088124783
3,21,6,0.05751770392155961
3,21,7,0.053829589015627004
3,21,8,0.33854509710762326
3,22,0,0.01460182217917017
3,22,1,0.013917132630964725
3,22,2,0.22739798954734355
3,22,3,0.0136096202764363
3,22,4,0.5025469110421327
3,22,5,0.32867853253922763
3,22,6,0.061448280527885424
3,22,7,0.09320978969389586
3,22,8,0.2507234658685241
3,23,0,0.010931421978248543
3,23,1,0.017001225040067926
3,23,2,0.21459032747885368
3,23,3,0.006392059687202595
3,23,4,0.37137733481075885
3,23,5,0.43134950528765864
3,23,6,0.09077374287515574
3,23,7,0.06859001232063468
3,23,8,0.28557598465722
3,24,0,0.03564953224577509
3,24,1,0.0321565135980338
3,24,2,0.30454791857222097
3,24,3,0.03368644020613228
3,24,4,0.3763764896227618
3,24,5,0.4256495913262946
3,24,6,0.06446594307129648
3,24,7,0.06208315470794204
3,24,8,0.33198693872280916
3,25,0,0.036043751176221765
3,25,1,0.028648805672710134
3,25,2,0.27480062020945223
3,25,3,0.024691331231283805
3,25,4,0.41255214072390384
3,25,5,0.4301921967650421
3,25,6,0.07651730350603635
3,25,7,0.06283044726647029
3,25,8,0.3628112119913416
3,26,0,0.015738810207603548
3,26,1,0.02108788400168731
3,26,2,0.27367330075330626
3,26,3,0.013147461674377069
3,26,4,0.3026777645922306
3,26,5,0.4154864248423842
3,26,6,0.018391518970702323
3,26,7,0.06394420873774721
3,26,8,0.36321979237570895
3,27,0,0.014858510156086833
3,27,1,0.025298573999381454
3,27,2,0.24543498149074583
3,27,3,0.010772757067432864
3,27,4,0.35514522685855193
3,27,5,0.49803136584596935
3,27,6,0.04312571521144124
3,27,7,0.05986543451999349
3,27,8,0.3250266799240383
3,28,0,0.02046093296978689
3,28,1,0.019716331046197667
3,28,2,0.31466165373382254
3,28,3,0.02179243777610792
3,28,4,0.4735789505111013
3,28,5,0.5229957229279285
3,28,6,0.048709618014957226
3,28,7,0.04992126712988675
3,28,8,0.35890269015104564
3,29,0,0.019355731914545374
3,29,1,0.016879854230301812
3,29,2,0.2743960572206431
3,29,3,0.01112734336991077
3,29,4,0.45570569869833943
3,29,5,0.4644716439384004
3,29,6,0.052650823186519154
3,29,7,0.059718368820924086
3,29,8,0.3558217260950978
3,30,0,0.016245963047789923
3,30,1,0.01471392062334958
3,30,2,0.254595993694477
3,30,3,0.009919642773780175
3,30,4,0.5199256328042235
3,30,5,0.4986449079992837
3,30,6,0.06195433100232815
3,30,7,0.05166881929655569
3,30,8,0.33015186049077894
3,31,0,0.015075985619050769
3,31,1,0.014312030970775607
3,31,2,0.25301227696813944
3,31,3,0.012619001219102956
3,31,4,0.47005144405268756
3,31,5,0.4969505637093316
3,31,6,0.04394483515105732
3,31,7,0.05199419983008828
3,31,8,0.3402672530872783
3,32,0,0.015785197055701375
3,32,1,0.018363780648480377
3,32,2,0.2903598623711033
3,32,3,0.01886420186476687
3,32,4,0.43192982154904974
3,32,5,0.49636529683718383
3,32,6,0.04234417727383842
3,32,7,0.05010878628638533
3,32,8,0.3441452954188174
3,33,0,0.018830868079423704
3,33,1,0.006790671921596269
3,33,2,0.1219264575440937
3,33,3,0.0061346856514083534
3,33,4,0.25537242659397547
3,33,5,0.33668951530439284
3,33,6,0.04897152736469111
3,33,7,0.09042964030662888
3,33,8,0.30703791327378005
3,34,0,0.015294552374538337
3,34,1,0.015673371761755595
3,34,2,0.26219901699095083
3,34,3,0.010752749947442759
3,34,4,0.402737469116115
3,34,5,0.43227034907200207
3,34,6,0.04995764369480672
3,34,7,0.06751017452036788
3,34,8,0.35963596251398144
3,35,0,0.01440097802243555
3,35,1,0.020896298843128998
3,35,2,0.3067723607635201
3,35,3,0.014524569022643902
3,35,4,0.2963388745769602
3,35,5,0.4871029644816606
3,35,6,0.02142878403836801
3,35,7,0.07016781702496185
3,35,8,0.3401912835929209
3,36,0,0.03080557353756181
3,36,1,0.015815541857056168
3,36,2,0.08434798168805974
3,36,3,0.02616739185920054
3,36,4,0.2464223631004435
3,36,5,0.3782803576321745
3,36,6,0.042837535600047445
3,36,7,0.103129834242029
3,36,8,0.22979203843893864
3,37,0,0.5162652662304842
3,37,1,0.5105301114875683
3,37,2,0.7705363734291013
3,37,3,0.5326396512075086
3,37,4,1.0462665219818896
3,37,5,0.781858940310185
3,37,6,0.7007148445433478
3,37,7,0.5047759218469181
3,37,8,0.8405257155485689
3,38,0,0.07002663347971262
3,38,1,0.11434331719801069
3,38,2,0.5760968140030838
3,38,3,0.1211178594777865
3,38,4,0.4465819564548616
3,38,5,0.7326653292773005
3,38,6,0.11383964348428911
3,38,7,0.0665173000793141
3,38,8,0.6198744772653924
3,39,0,0.05026503290701064
3,39,1,0.04044210937477251
3,39,2,0.09275572058368074
3,39,3,0.033140978852745154
3,39,4,0.2736870469904517
3,39,5,0.2586236599858208
3,39,6,0.06211214166673619
3,39,7,0.09442453132250307
3,39,8,0.18327056913855358
3,40,0,0.0476256699548406
3,40,1,0.031133077350188054
3,40,2,0.09492948250461114
3,40,3,0.04288426713274411
3,40,4,0.2758431561199418
3,40,5,0.27131536542016044
3,40,6,0.03490403264336226
3,40,7,0.08114819165829161
3,40,8,0.16842728207245092
3,41,0,0.012708623580120162
3,41,1,0.013841120164916445
3,41,2,0.22676349897135537
3,41,3,0.009256721242988531
3,41,4,0.42189467416457344
3,41,5,0.4782171803301475
3,41,6,0.05755028041302721
3,41,7,0.0529616544493321
3,41,8,0.3148146902314504
3,42,0,0.013099458977660823
3,42,1,0.018292248399439777
3,42,2,0.2062755162356466
3,42,3,0.015285806330324987
3,42,4,0.46363314672385286
3,42,5,0.4535922936406535
3,42,6,0.09044277386926498
3,42,7,0.06283003588172598
3,42,8,0.27772958756590965
3,43,0,0.06981562954298322
3,43,1,0.08658617629724423
3,43,2,0.15625806569703193
3,43,3,0.05910160728925351
3,43,4,0.16647364857385655
3,43,5,0.16596369976107037
3,43,6,0.03647046264935822
3,43,7,0.10647988433905387
3,43,8,0.08484460583969897
3,44,0,0.0799039044367664
3,44,1,0.09756770643509018
3,44,2,0.24623707406820192
3,44,3,0.06366530357980293
3,44,4,0.11887999880389705
3,44,5,0.07903564509639742
3,44,6,0.025959798805375196
3,44,7,0.07867109540720997
3,44,8,0.1153658170617628
3,45,0,0.05959454810219745
3,45,1,0.06542214362263067
3,45,2,0.1184406494166674
3,45,3,0.06998066158127678
3,45,4,0.14354444557041038
3,45,5,0.1969023119389849
3,45,6,0.05034755240952717
3,45,7,0.09948765255582898
3,45,8,0.10937566179523826
3,46,0,0.014401917100705973
3,46,1,0.020129298636215726
3,46,2,0.2982397906690193
3,46,3,0.01453032056221144
3,46,4,0.4979402295882562
3,46,5,0.5155163426752379
3,46,6,0.04538047448455718
3,46,7,0.047995494712323394
3,46,8,0.34309178548528607
3,47,0,0.06565825887845513
3,47,1,0.10072392427115084
3,47,2,0.1944358117946958
3,47,3,0.046040068812024104
3,47,4,0.11469944197351253
3,47,5,0.11084470552904342
3,47,6,0.02667987646631504
3,47,7,0.08927085869566052
3,47,8,0.06411580228880963
4,0,0,0.057659868276957876
4,0,1,0.007538840673651799
4,0,2,0.16461389450109223
4,0,3,0.0063439071409585575
4,0,4,0.3092695811541972
4,0,5,0.30346994344265676
4,0,6,0.04860958572159766
4,0,7,0.059640376118960475
4,0,8,0.25422924645472544
4,1,0,0.06808228274924803
4,1,1,0.01672771283363374
4,1,2,0.16268915948363175
4,1,3,0.0037413031238171584
4,1,4,0.36566112941940876
4,1,5,0.2565807853943315
4,1,6,0.04680287723237673
4,1,7,0.06732706512108637
4,1,8,0.24315891856301144
4,2,0,0.07550813080180409
4,2,1,0.017007785969876038
4,2,2,0.1658454746226425
4,2,3,0.015589860425977969
4,2,4,0.3395175141671399
4,2,5,0.25366433033445057
4,2,6,0.04477487883130945
4,2,7,0.07367572883259385
4,2,8,0.1786706727094639
4,3,0,0.05874039577136412
4,3,1,0.011578935213393964
4,3,2,0.1678997758349208
4,3,3,0.00719528589434654
4,3,4,0.43527915630424685
4,3,5,0.21708950940367133
4,3,6,0.05548890074304338
4,3,7,0.06981530147881329
4,3,8,0.2284306013044086
4,4,0,0.0738747419420638
4,4,1,0.01750765331043474
4,4,2,0.18175469442301118
4,4,3,0.017304987672426893
4,4,4,0.2716193201225732
4,4,5,0.32383930546495027
4,4,6,0.08341202719004184
4,4,7,0.06688908119251429
4,4,8,0.2674576395462081
4,5,0,0.06267501955066208
4,5,1,0.01315707797776299
4,5,2,0.17210741214161585
4,5,3,0.006364619392283164
4,5,4,0.2715920785193174
4,5,5,0.25416174894044374
4,5,6,0.05431957479681204
4,5,7,0.07347385992513007
4,5,8,0.2633780375255947
4,6,0,0.06646927864026049
4,6,1,0.014125412057916672
4,6,2,0.18750108234442303
4,6,3,0.009326205917937279
4,6,4,0.32046849545472117
4,6,5,0.29190129560375017
4,6,6,0.06496838345840265
4,6,7,0.06404675912090277
4,6,8,0.20789589983049822
4,7,0,0.06095454853831682
4,7,1,0.013301749738510496
4,7,2,0.15963369528298285
4,7,3,0.004981553348067257
4,7,4,0.4009923265161956
4,7,5,0.22332713983053218
4,7,6,0.08221038310229829
4,7,7,0.04572851124644109
4,7,8,0.21815348585936079
4,8,0,0.06619414045142089
4,8,1,0.01462071226845407
4,8,2,0.18015434532263713
4,8,3,0.011714505621273184
4,8,4,0.3532050656055704
4,8,5,0.253157932916792
4,8,6,0.049615307886459264
4,8,7,0.05212072485784078
4,8,8,0.2784208407118145
4,9,0,0.06232302117513095
4,9,1,0.017384892473527435
4,9,2,0.19511980828594688
4,9,3,0.008489670771887295
4,9,4,0.31671635350763583
4,9,5,0.22485105243041484
4,9,6,0.054142822475974725
4,9,7,0.05299239037135724
4,9,8,0.22736089460623665
4,10,0,0.07987942671986195
4,10,1,0.01703294331496076
4,10,2,0.11839558238022897
4,10,3,0.014659519991924573
4,10,4,0.3060331896065211
4,10,5,0.2420188159483095
4,10,6,0.06018696938561494
4,10,7,0.1485357016976185
4,10,8,0.13715773658874872
4,11,0,0.06568991814441717
4,11,1,0.021900489773790235
4,11,2,0.21527346751311457
4,11,3,0.010684950059805996
4,11,4,0.28989341381891254
4,11,5,0.27388125766679955
4,11,6,0.05430140851805019
4,11,7,0.041279538746601806
4,11,8,0.23992255339532034
4,12,0,0.08133631350347112
4,12,1,0.0064223941747995165
4,12,2,0.15004820930545168
4,12,3,0.004127275641053142
4,12,4,0.3176867177132882
4,12,5,0.22649966268337526
4,12,6,0.05787142469070849
4,12,7,0.06881340413877712
4,12,8,0.17652185741736
4,13,0,0.05717510235575836
4,13,1,0.015581195541623407
4,13,2,0.1967025697880877
4,13,3,0.011874372597425624
4,13,4,0.35368940479239436
4,13,5,0.31332588093381486
4,13,6,0.06141060881064515
4,13,7,0.04463786895778641
4,13,8,0.29008617919234925
4,14,0,0.0670269862614778
4,14,1,0.011036892006583423
4,14,2,0.149567927772972
4,14,3,0.0033715464989180423
4,14,4,0.3203138858840955
4,14,5,0.31162478835258883
4,14,6,0.06207110874659958
4,14,7,0.053554843071692254
