0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
-0.57730323,0.5376307,0.8420574,-0.25387678,0.89463687,-0.03493461,0.23035452,0.44265792,0.16685393,-0.8234072,0.4032776,-0.698829,-0.90048784,0.37287685,0.691438,0.8154125,0.28243694,0.33791935,-0.90215576,0.29131305,-0.14140385,0.44649366,0.39798385,0.6463469,0.85160756,-0.4933252,0.71585584,-0.292177,-0.11388849,-0.901446,0.6383646,-0.025670309,-0.6242679,-0.093453445
-0.42315704,-0.05547559,-0.55486083,-0.81994504,-0.8643048,0.25151783,0.28092343,-0.52942944,0.7302409,0.29449394,-0.39376357,-0.38347846,0.5560314,-0.8099515,0.37088755,0.89007,0.55985457,-0.1687914,-0.63490903,-0.5802376,-0.080413185,-0.7321257,-0.4109791,0.5166511,-0.59047514,0.4589185,0.4141162,0.4223879,-0.6787544,-0.42938665,-0.7651995,-0.6491505,0.70537144,0.057727344
0.45862836,-0.82892966,-0.84945804,0.74913436,-0.7223569,-0.7489012,-0.21621853,-0.08553799,0.13729286,0.49019992,-0.6139756,0.7346545,-0.34573707,-0.28427175,0.76929045,-0.75220406,-0.42786214,0.4312569,0.9136067,-0.71289176,-0.81651866,0.27084616,0.45987737,0.4866505,-0.5534676,0.36662897,-0.30878836,0.64874285,-0.57603854,-0.2904385,-0.6615125,0.8505036,0.17331296,0.6565094
-0.18699236,0.58293504,0.46031344,0.8452876,-0.7652089,0.5557793,0.8842243,0.39347035,-0.7598104,0.7031231,0.57950366,-0.38086554,-0.5511302,0.8198443,0.2635283,-0.70422196,0.8133651,0.5016818,0.7506331,-0.2501292,0.5340627,-0.08136932,-0.67722213,-0.3650815,0.91759425,0.46087143,-0.037427425,0.13853127,0.14359476,0.77417535,-0.5248814,0.20326303,0.44608518,-0.723127
-0.82397485,0.8958317,-0.75915456,-0.7848352,0.0034571148,0.57183397,0.6780045,-0.90277344,0.6935069,0.20553328,-0.17698711,-0.89287174,0.75536835,-0.6570549,0.5466065,0.8256635,-0.6066464,-0.2527805,-0.6355673,-0.80739796,-0.43708497,-0.90862495,-0.38842693,0.7080342,-0.15481271,-0.47088024,0.8775764,-0.34158447,0.26988518,-0.48417664,-0.09991273,-0.21393444,-0.61054415,0.57640886
-0.21947996,-0.9831083,0.8046928,-0.8760333,-0.18999699,-0.69348127,-0.5176298,0.48422465,0.124210596,-0.8766348,-0.03771127,0.7152545,-0.17172705,0.7451943,0.81255,0.34697756,0.75380874,0.3328216,-0.9037814,-0.35724652,0.47621247,-0.48790586,0.27130613,0.9573,0.8128571,-0.92761534,0.436237,0.81387603,0.084075175,0.41235593,-0.3941844,0.61103356,0.4779594,-0.73538285
-0.4320579,-0.9411414,-0.2352244,-0.7922909,-0.6471433,0.833103,-0.5589273,-0.67025656,0.08295712,-0.7338244,0.38254163,0.23874262,-0.44235954,0.19069159,-0.22341579,0.08190077,0.46666908,-0.5567145,-0.8580421,-0.31851467,0.597749,-0.41436768,-0.059789512,0.5476434,0.12542176,-0.668861,0.40030345,0.34394363,0.16421178,-0.4344613,-0.65824217,0.029237187,0.27950642,-0.6940656
-0.44910747,-0.5087032,0.6579958,-0.86155415,-0.6371138,0.89858913,-0.2789153,-0.66120356,-0.66411567,0.15044668,-0.048488963,-0.25976583,-0.45521307,0.19859861,-0.7054789,0.9220284,0.6919861,0.48284942,-0.51068366,0.61500645,0.8914462,0.5214524,0.24727811,-0.7732961,-0.0055730212,0.06569655,0.54982257,-0.7058204,0.42494774,0.5104523,0.01244561,-0.48568183,-0.64596754,0.1629712
0.34960008,-0.9538492,-0.6816068,-0.24319106,-0.93791837,0.4358387,-0.62562627,-0.9459212,0.4499652,-0.60706186,-0.6228248,0.30263305,-0.71606827,0.34431508,0.9489877,-0.602341,-0.54917085,0.5000703,0.6647149,-0.6990958,-0.8281204,-0.039182644,0.6701779,0.48143348,-0.16766013,-0.59720397,0.7144191,-0.5180938,0.29714227,-0.7654883,-0.82450634,0.92458624,-0.5776095,-0.37162957
0.047557015,-0.85801953,-0.3293288,-0.7551463,-0.74820805,0.2149927,-0.12831564,-0.92496985,0.69340014,-0.6734633,-0.610132,0.33641872,-0.34775856,0.25680935,0.94924057,-0.1116759,-0.75347704,0.39929074,0.21471754,-0.857721,-0.84582126,-0.6543537,0.8028974,0.87632346,0.6276294,-0.82206315,0.3466401,-0.5643296,0.5368814,-0.6241785,-0.4795053,0.96213037,-0.71267545,-0.53758705
-0.3702758,-0.07658989,0.50468445,-0.7555789,-0.56293756,0.7932635,-0.18179737,-0.22120017,-0.7617387,0.43550697,-0.22097513,-0.5240382,-0.32069257,0.021031128,-0.6903862,0.91779864,0.68582135,0.69545025,-0.20529178,0.6424423,0.9099439,0.4196213,-0.12977017,-0.8681423,-0.30771548,0.1815047,0.45834538,-0.5357853,0.3290863,0.5181531,0.029683746,-0.579315,-0.75315726,0.18196203
-0.7644371,-0.7711968,0.33430448,-0.9674975,0.114086695,0.6347316,0.46383646,-0.8863236,0.37584642,-0.9714152,-0.20533389,0.04824807,-0.83833337,0.35137016,0.35663518,0.4175348,0.021674246,-0.34507775,-0.3919193,-0.89670897,-0.30740607,-0.36419478,0.66374123,0.67509425,0.86904603,-0.9321529,0.93181986,-0.1758013,0.93771017,-0.46757972,-0.48583254,0.6372697,-0.56929594,0.34669963
0.94350314,-0.701981,0.5829166,-0.4161833,-0.6976211,0.76181877,-0.5392762,0.077589974,0.3732025,-0.59437984,-0.7749072,-0.08720177,0.42686749,0.8427796,0.54818755,-0.48234263,0.88357824,0.7808548,-0.3579679,0.47958222,0.8352169,-0.6551331,0.04584178,-0.5262671,0.5243249,-0.65977025,-0.5500423,-0.5407472,0.0312379,-0.3989204,-0.08456015,0.5177453,-0.0837485,-0.87728226
0.75187904,-0.9053472,0.73074317,-0.6397733,-0.64997345,0.808396,-0.29174504,0.13495661,0.09658398,-0.8536968,-0.5525147,0.19966398,0.21134308,0.88989025,0.69646555,-0.4400463,0.85690576,0.70410484,-0.50668854,0.12063293,0.8408055,-0.6831745,0.20254317,-0.06706298,0.81310725,-0.8691459,-0.02386796,-0.19224828,0.4254947,-0.30970365,-0.2605336,0.63558227,-0.095067404,-0.9203765
-0.89466006,-0.8404023,0.588948,-0.8753075,-0.19562237,0.6299103,0.49086398,0.21889317,0.4130466,-0.67067516,0.4569678,0.6019191,-0.3159214,-0.0045137876,-0.41647214,0.80021286,0.7356436,-0.46352467,-0.83823913,-0.51265645,0.24285534,-0.074973464,0.514459,0.8771657,0.8264117,0.01446985,-0.24032126,0.48986167,-0.2451075,-0.034460988,0.06327277,-0.014945138,0.7612616,0.015675347
-0.8300733,-0.7150652,0.1448556,-0.80991554,0.85972804,0.51857734,0.64886624,-0.51822466,-0.3480079,-0.85060334,0.060850173,-0.5060918,-0.73990905,0.26134598,0.5861221,0.39267722,-0.6659141,-0.56921226,-0.71245235,-0.9010565,0.111613825,-0.22728015,0.801469,0.8111343,0.82227856,-0.89234096,0.5239549,0.06289348,0.72519684,-0.78865993,0.7226854,0.5030827,-0.40946174,0.2401349
0.20767467,-0.8974828,-0.48823538,-0.37526023,-0.92579144,0.23643987,-0.30209354,-0.9298439,0.4628803,-0.4223329,-0.29357505,-0.0314325,-0.6042007,0.49482933,0.948967,-0.6127985,-0.3449369,0.14430618,0.32739204,-0.8171201,-0.7798692,-0.43737477,0.34719467,0.7953988,0.43405923,-0.6086293,0.69684297,-0.43210992,0.32610205,-0.3987851,-0.80098855,0.88776225,-0.13658237,-0.6400254
0.86877567,0.9611001,-0.07008733,0.36998117,0.5488105,-0.6574311,-0.23393998,-0.702553,0.57629746,0.8982439,-0.059722297,-0.025168614,-0.6939794,-0.8394883,-0.33573198,0.5230669,-0.9040678,-0.14340352,0.3239231,0.3740817,0.1224807,0.34632975,0.5906297,-0.60780376,-0.5797403,-0.1868032,-0.3162292,-0.44649187,-0.42135853,-0.68433607,-0.4706244,0.7855681,-0.65092754,0.85597867
-0.50122726,0.2741198,0.3811767,0.3382791,-0.9142563,0.3469515,0.8124267,-0.24882533,-0.3968048,0.7034476,0.5022492,0.31997323,-0.48919663,0.36177048,0.5518525,-0.049999733,0.21128234,0.60077816,0.8607408,-0.5649233,-0.5536896,-0.07526536,-0.09827999,0.34865633,0.9189658,0.61356795,0.32682958,-0.40049562,0.34608862,0.830913,-0.70607007,0.80584526,-0.4663481,-0.56153464
-0.012869332,-0.34604487,0.5681791,-0.62665474,0.12963209,-0.44480544,0.7679733,0.38954526,-0.7342471,0.2779701,-0.17523192,-0.8114445,-0.7163926,0.30849165,0.5849419,0.50359434,0.42212367,-0.22303866,-0.6985646,-0.7628377,0.91684026,-0.56821555,-0.16217734,0.2683732,0.6538113,-0.74097145,-0.6863342,0.7372645,0.012833715,-0.053442966,0.10263878,-0.3722096,0.8440319,-0.8442427
-0.5016436,-0.5169633,0.41153646,-0.8403868,-0.31954905,-0.23261969,0.7352741,0.23181508,0.059729174,-0.09275475,0.22462752,-0.43191916,-0.7678408,-0.10824607,0.100272365,0.5861713,0.5927859,-0.6526146,-0.76836103,-0.86228365,0.41192257,-0.5572157,-0.07093071,0.8329847,0.8342872,-0.14694858,-0.79708225,0.6277766,-0.1852344,-0.02552601,-0.15803048,-0.14908879,0.9106626,-0.7993563
0.67758995,0.7967659,0.8539765,-0.8493529,0.5611259,-0.38795802,-0.22871158,-0.61682826,0.80970067,0.091353014,-0.08505341,-0.3325524,0.04943498,0.3792943,0.44311562,0.69429183,-0.45556882,0.29038128,-0.84480244,0.16401532,0.21987572,-0.70253587,0.5317729,0.78544426,0.8819709,-0.8740287,-0.33010828,-0.82392114,0.33928898,0.10891326,0.46535307,0.90495294,-0.7528553,-0.35897082
-0.35095385,0.06875509,-0.5304988,-0.74837923,-0.78058505,0.18468697,0.36042118,-0.27630907,0.6862991,0.32601672,-0.34501132,-0.5576117,0.47654453,-0.7850613,0.3646026,0.86090183,0.6100583,-0.25609413,-0.69698125,-0.59073955,-0.022491446,-0.71948546,-0.4724085,0.53900045,-0.5024326,0.54823077,0.15184064,0.44929522,-0.74282855,-0.5380148,-0.62387735,-0.71402144,0.7727071,-0.08219607
-0.7130827,-0.7744806,0.6022327,-0.87715304,-0.5958768,0.96018755,-0.13073803,-0.7384279,-0.5774509,-0.4303719,0.33171314,0.09598929,-0.48832148,0.41683674,-0.7482664,0.78779167,0.6226214,0.058465604,-0.6515682,0.36407563,0.9189718,0.26387703,0.33058545,-0.5723815,0.35684958,-0.53918743,0.6283064,-0.4305842,0.6239572,0.30894536,-0.27225915,-0.20404087,-0.40507638,-0.088648655
0.36975634,-0.9084769,-0.4145959,-0.6614528,-0.4975791,0.0943385,-0.22221152,-0.90406734,0.18596883,-0.60545295,-0.15776333,-0.6483535,-0.51717454,0.5528622,0.96596694,-0.6793949,-0.67677575,-0.51602834,-0.573348,-0.922664,-0.29042503,-0.7796512,0.31425643,0.89888144,0.5885913,-0.9322957,0.66983247,-0.20601079,0.543501,-0.67198724,-0.4349163,0.8376015,0.00168751,-0.8298168
-0.5624084,-0.90780497,0.47061992,-0.86957985,0.75936663,0.3047239,0.631837,-0.5865267,-0.50799936,-0.94000477,-0.25767055,-0.24223419,-0.81940633,0.67285585,0.7142781,-0.019635238,-0.11417702,-0.4562696,-0.5249392,-0.932087,0.08290123,-0.13569528,0.78451747,0.76577425,0.92154217,-0.9197011,0.77400196,0.06171367,0.8910107,-0.43551996,0.52771753,0.4967421,-0.28469685,0.1740343
-0.6799595,-0.966138,0.8131465,-0.8200232,-0.14292343,0.5019085,-0.14398085,0.61356443,0.27012244,-0.9641452,0.19694676,0.72408557,-0.5998264,0.6649665,0.065937445,0.39856866,0.93541425,0.12365318,-0.7985437,0.0046597375,0.6708133,0.23784205,0.38282192,0.6465836,0.76884264,-0.76082224,0.7368776,0.7672162,0.091932684,-0.40262914,-0.50615543,0.045755062,0.7086961,0.014221976
0.84048194,0.97602683,0.14302292,-0.07103959,0.5541368,-0.6781006,-0.17456852,-0.7559806,0.69998336,0.81129146,-0.0665986,-0.0682962,-0.8413405,-0.89762646,-0.42657182,0.737526,-0.9125509,-0.1582216,0.29555178,0.36997965,0.24788366,0.33024472,0.6132085,-0.7277395,-0.59497213,-0.5132181,0.042413607,-0.3791596,-0.18653502,-0.80024487,-0.7311367,0.79524934,-0.69939077,0.87647235
-0.44981757,-0.9541431,-0.19828504,-0.8162132,-0.65557647,0.7457991,-0.6149073,-0.70789105,0.16901386,-0.73644733,0.37654322,0.44125465,-0.4850668,0.09532757,-0.13747591,0.20797057,0.38629022,-0.5491367,-0.86499476,-0.336732,0.4370829,-0.34638003,0.07664592,0.67838365,0.12122053,-0.656444,0.42667452,0.3795557,0.11141115,-0.38082054,-0.6950208,0.14010186,0.2474662,-0.6450919
-0.37468928,-0.8984746,-0.63652134,-0.21131217,-0.522726,-0.15397836,0.07829422,-0.68930846,0.19048792,0.0061397147,-0.60766125,0.29506737,0.48760712,0.44645688,0.9699739,-0.2798824,-0.82765615,0.63279456,0.31459013,-0.89146554,-0.9116668,-0.7022044,0.7653787,0.9679083,0.6659638,-0.45326123,-0.42964286,-0.42510334,0.10854398,-0.03587673,0.5683229,0.958497,-0.7968739,-0.55243504
-0.28721955,0.89406234,0.7318365,-0.7974975,-0.48832232,0.46661374,0.32915515,-0.80857855,0.64342463,0.6253619,0.872911,0.6825253,-0.5086952,-0.6221893,-0.88508534,0.7766269,-0.4396246,-0.58010507,-0.39395475,0.21213217,0.63047785,-0.38904032,0.06319118,0.10098132,0.7605612,-0.59629875,0.47938892,-0.24558462,0.51507664,0.68468195,-0.9258865,0.81036586,-0.41182688,0.16968836
-0.7432552,0.0018212029,0.57379425,-0.16601016,0.84669006,-0.04005322,0.536501,0.78049266,-0.72226065,0.49740613,0.4255483,-0.80039215,0.121562466,0.018041246,0.07475907,0.88608724,0.5593168,-0.31746235,-0.9557908,0.087970935,0.9236399,0.084009975,-0.124791615,0.51767015,0.15889898,-0.04735924,-0.07489821,0.6958874,-0.749777,-0.2581403,0.84565866,-0.8788592,0.75739574,0.25962007
-0.866425,-0.61952114,0.5392456,-0.608397,0.9378963,0.009904481,0.58289963,0.0010171677,-0.4418667,-0.92903596,0.44462916,-0.5905924,-0.89262843,0.6167695,0.7419296,0.3133716,-0.22945118,-0.4565795,-0.8875569,-0.8164827,-0.15587416,0.010073828,0.56915265,0.9213719,0.93176246,-0.8816159,0.7528022,0.31717664,0.6443636,-0.75434685,0.7429536,0.24230951,-0.39395994,-0.099504046
0.43602043,0.78817517,0.7665577,0.17389213,-0.45422205,0.80552363,0.904644,-0.1687363,-0.6097021,0.3251677,0.29504234,-0.8796068,-0.58414924,0.7877497,0.48372972,-0.4646654,0.61463606,0.11466075,0.26731738,-0.36818534,0.9567499,-0.57744974,-0.46409455,-0.8029817,0.89169985,-0.77282405,0.44745985,-0.15154909,0.61121976,-0.038242474,-0.57072574,0.1345379,0.57718056,-0.7815639
0.29744494,-0.97256964,-0.76345485,-0.24500608,-0.7727189,0.16663793,-0.7250105,-0.76412517,0.58941543,-0.39272308,-0.59764355,0.28950274,0.30526203,0.5047379,0.9485715,-0.6890157,-0.56168425,0.35529667,0.040233202,-0.77223885,-0.8994211,-0.52752995,0.650668,0.9486608,0.2217718,-0.3106594,-0.20596854,-0.56818783,-0.19343661,-0.50390404,0.22102612,0.93933713,-0.558855,-0.53516513
