0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0.36799324,0.012775331,0.13441728,0.12594211,0.04635687,0.0036282185,0.0546387,-0.14544357,0.059699643,-0.07259951,0.07593457,-0.03567701,0.003744719,-0.10351974,-0.07366482,-0.2724743,0.025300246,0.47682813,0.10147668,-0.045993797,-0.05950315,0.06802836,-0.18258293,-0.115367234,0.060415357,0.06107326,0.41223142,0.008812096,-0.30391398,-0.050089266,-0.013283647,0.14669411,0.3388535,-0.035708833,-0.24253544,-0.08344615,-0.021763124,0.21161138,0.07526736,0.0023104015,0.10329171,0.090408504,-0.09577169,-0.12815608,0.040930584,0.011811815,-0.006258875,0.32147986,-0.38235307,-0.23809767,0.2175806,-0.05906925,-0.12738018,-0.2098487,0.10030504,0.0022755119,-0.058443338,0.007722663,-0.0003472694,0.041007437,0.35540748,-0.06936378,-0.18336006,0.027827172,0.044804834,0.06983224,0.023936704,0.04748275,0.2360604,0.04018692,-0.04803573,0.06813437,0.08829617,0.25753856,-0.081447594,-0.16647446,-0.000812258,0.13398676,0.018646711,-0.066782854,0.28631902,0.007387513,-0.051485267,0.18224649,-0.09958813,-0.07211628,-0.040647082,0.34512225,-0.1583618,-0.1836553,-0.059006665,-0.26699108,-0.42334953,0.37336063,0.31402278,0.03230195,0.020444078,0.38434067,0.27905497,-0.070994,0.5299182,0.03381444,0.090225615,0.002138837,0.08444705,0.1646398,0.015423584,0.01875953,-0.064894445,0.043229226,0.13735986,-0.216818,-0.014346276,-0.06305828,0.23054893,-0.12126932,-0.191083,-0.05649229,0.046192165,-0.22117157,-0.09701313,0.018395735,0.12120671,-0.047563303,0.10807091,-0.07847822,-0.0053477637,0.020032462,-0.28727782,-0.00085642445,-0.12234121,0.05148927,-0.072217554,-0.47037467,-0.06762521,0.040462743,0.02203053,0.13919741,-0.20735458,-0.027902195,-0.16605859,-0.040301725,-0.11925061,-0.1688991,0.01101158,0.0035386607,-0.14501359,-0.0061008497,-0.057996128,-0.15348653,-0.009779837,0.035477564,0.072204605,0.03529635,-0.014879208,0.27342764,0.23360853,-0.016185945,-0.0011991183,-0.104997575,-0.04637888,-0.06273302,0.20951208,0.010547058,0.021844054,-0.00016666634,0.03688386,-0.07823163,-0.1711925,-0.046725612,-0.028839294,-0.29607168,0.06328437,0.112739176,-0.23771766,0.12733936,0.2425648,-0.024778241,-0.21511257,-0.025429184,-0.0069093015,-0.22587255,0.04273899,0.00033863165,0.0037405004,-0.15355663,-0.019128527,-0.5421977,0.06396622,0.095196694,-0.00031930915,0.032508716,-0.329362,0.05414184,0.26849863,0.04001305,0.01833943,0.028207973,0.014891226,-0.2326114
0.37036937,0.004798863,0.1426239,0.087800466,0.07423869,-0.022812689,0.058592647,-0.05837195,0.06519605,-0.03619901,0.0710708,-0.02879476,-0.004991722,-0.0876319,-0.06321282,-0.20563078,0.029136783,0.4200718,0.105875105,-0.016978528,-0.07408221,0.057642266,-0.18388733,-0.06897205,0.054617688,0.047600318,0.41198635,-0.0075544417,-0.3119459,-0.073979184,-0.012697358,0.13805059,0.34695175,0.022966808,-0.17165035,-0.08328313,0.0065955357,0.19016175,0.09486098,-0.020891504,0.04016762,0.06295371,0.024134835,-0.06383786,-0.0018381169,-0.0031589074,-0.003626934,0.25688216,-0.37732837,-0.22853257,0.1372592,-0.049250722,-0.12907542,-0.15829372,0.07475929,-0.0428795,-0.06404489,-0.004103371,0.03243209,0.028075064,0.3114164,0.0054570935,-0.18545671,0.09231897,0.044344958,0.06719584,0.034821723,0.03960629,0.25174642,0.052612994,-0.002111657,0.07970145,0.08005722,0.21979776,-0.011229037,-0.16213314,-0.024129054,0.060934197,0.0133410115,-0.06281477,0.2857193,0.029296182,-0.04870084,0.18349856,-0.027390396,-0.03912898,-0.013843414,0.32414588,-0.14890742,-0.18746181,-0.04222236,-0.24927862,-0.3878017,0.35318962,0.3469888,0.03939657,0.033831157,0.32991567,0.26354334,-0.013468059,0.5188133,0.030519709,0.13089822,-0.004324985,0.088333644,0.06539119,0.00022090207,0.029596297,0.008826728,0.080981694,0.13516544,-0.17927922,0.03435014,-0.07963486,0.13796285,-0.11511841,-0.18367103,-0.061793875,0.015511863,-0.1878872,-0.084293805,0.029158661,0.13638836,-0.06312761,0.119440466,-0.040641766,-0.00788012,0.011207861,-0.28685778,-0.0046671345,0.06929722,0.075442314,-0.057376888,-0.44134542,-0.063310735,-0.0061336355,-0.0018347977,0.17610666,-0.11735584,0.00014950614,-0.13932286,-0.036962975,-0.07223851,-0.19790208,0.00815178,-0.01351622,0.03406409,-0.011678941,-0.038376514,-0.09356719,-0.011307365,0.04967376,0.0910239,0.00861696,-0.023787128,0.28172567,0.25201365,-0.023629531,0.0010296997,-0.070104934,0.044955842,-0.04377562,0.23672357,0.038709223,0.048951186,0.0022246477,0.022091145,-0.0044267154,-0.12009914,-0.020501668,-0.045099527,-0.23906282,0.02773003,0.1181371,-0.20177291,-0.018253662,0.22321276,-0.017076861,-0.218641,0.008533629,0.009825755,-0.18335009,0.03356651,0.016519463,-0.000300638,-0.055124246,-0.01484643,-0.4927551,0.07923049,0.06968848,-0.034460615,0.020379456,-0.28632292,0.059090167,0.2980174,0.18949284,0.013049535,0.011465761,0.009046642,-0.2020125
0.36075103,0.028968018,0.1466711,0.105764024,0.087415434,-0.017056536,0.047621537,-0.064697035,0.07516881,-0.11412114,0.061376352,-0.0039238976,-0.003187902,-0.096315496,-0.06786934,-0.2236218,0.024069276,0.42995217,0.11289417,-0.037535183,-0.07728276,0.107269034,-0.1993692,-0.08857953,0.05585191,0.05550267,0.40784034,-0.008060365,-0.32061258,-0.040644266,-0.004792059,0.1372163,0.33525524,0.02261532,-0.20902066,-0.08517821,-0.004487477,0.18916094,0.08584976,0.00032542096,0.065275215,0.08204993,-0.057784528,-0.05521358,0.028924428,-0.014358864,-0.0061737066,0.26470727,-0.36758372,-0.20279317,0.1564408,-0.06006456,-0.14643416,-0.18115655,0.09660699,-0.018608158,-0.07134066,0.009316209,0.016650626,0.043931253,0.3254585,-0.058899853,-0.16222876,0.042245097,0.03670888,0.07637168,0.029176932,0.045236714,0.26588732,0.047450263,-0.015860772,0.08862516,0.09218175,0.24075592,-0.0075133867,-0.14649113,-0.018612009,0.064477354,0.0310073,-0.08671815,0.26298457,0.025526054,-0.0673577,0.19661033,-0.043841753,-0.05911332,-0.01709764,0.33156157,-0.13615757,-0.18391907,-0.047585644,-0.24925393,-0.4062247,0.36508983,0.37004107,0.037178487,0.027444579,0.3203921,0.28389227,-0.066342995,0.53987414,0.034342013,0.1272904,-0.012079708,0.11388465,0.077105,0.0048645907,0.019734053,-0.00962058,0.0754146,0.16459511,-0.18652864,0.024583763,-0.06476673,0.16392176,-0.13031015,-0.18084057,-0.062695526,0.044709623,-0.20512624,-0.104732096,0.042226374,0.13814975,-0.05420213,0.1288199,-0.06372455,0.0029726813,-0.007101074,-0.29507524,0.030434668,0.009862772,0.10652643,-0.055730507,-0.44077086,-0.071031846,0.026619041,0.008550894,0.18205068,-0.12114187,-0.0065794704,-0.13938956,-0.033767965,-0.062312942,-0.20599984,0.006067674,-0.027576322,-0.053367388,-0.0072468906,-0.057904143,-0.15495026,0.0013912286,0.046631683,0.08907775,0.016066758,-0.04954309,0.25342175,0.24740343,-0.04583962,-0.0010352144,-0.08824227,0.044863038,-0.0837964,0.23876457,0.016561197,0.048223414,0.0139115015,0.026746988,-0.022720672,-0.1296736,-0.013071239,-0.033139035,-0.25398195,0.05576337,0.11535016,-0.20484057,0.005696333,0.23157744,-0.0311998,-0.20376116,0.0014647018,-0.0015941228,-0.18689235,0.04375128,0.03135828,0.011948286,-0.066435404,-0.01740068,-0.51149136,0.07015103,0.090541504,-0.007855862,0.02165475,-0.30567262,0.06329717,0.2766539,0.18805777,0.022522017,0.022847008,-0.01969227,-0.18525954
0.3682329,0.028169632,0.17503808,0.06928688,0.09039145,-0.04368831,0.055188607,-0.01204267,0.08428265,-0.12652202,0.049535286,-0.012412381,-0.0075525376,-0.079048015,-0.06562221,-0.1721362,0.036760896,0.40118995,0.14069304,-0.015983533,-0.09331245,0.075959496,-0.20374921,-0.032608785,0.053919822,0.05793978,0.40179852,-0.015419825,-0.3354316,-0.055456538,-0.0026720604,0.12989162,0.3479485,0.058924776,-0.1614172,-0.104277015,0.02883355,0.17952427,0.096602626,-0.031228844,0.020075683,0.08648118,0.039015822,0.0119195,-0.012972899,-0.022646008,-0.0015704648,0.23077865,-0.36679748,-0.1945489,0.0964405,-0.072846845,-0.13837309,-0.13625091,0.07314455,-0.07308151,-0.07794224,-0.015543637,0.057653062,0.045971442,0.29706988,-0.025342708,-0.16388315,0.07929368,0.030190816,0.06353686,0.045025,0.038207106,0.26939502,0.05586318,0.01236618,0.1250932,0.10157922,0.20522496,0.0145070115,-0.1349402,-0.0008105518,0.0065999716,0.05667374,-0.117790736,0.2948221,0.047143247,-0.06236302,0.20041786,0.007971592,-0.039322887,0.008700237,0.33448502,-0.120837785,-0.18468177,-0.028792497,-0.24157822,-0.37559485,0.3412354,0.40587813,0.050359387,0.026522947,0.2783463,0.26809508,-0.010463882,0.5302932,0.05169411,0.1529903,-0.02039406,0.10861304,0.043434393,0.0005528941,0.025495278,0.037115287,0.08384227,0.19452193,-0.15227021,0.067711264,-0.080644466,0.0983381,-0.14213829,-0.18587133,-0.08132802,0.016855288,-0.20066448,-0.090253696,0.046535805,0.15841402,-0.06358133,0.16581945,-0.04400775,0.003982059,-0.025556112,-0.31660473,0.02392364,0.10524548,0.09631498,-0.031564463,-0.4213069,-0.06545832,-0.036685515,0.0037218041,0.236547,-0.08371296,0.010140201,-0.10533659,-0.042914946,-0.024301501,-0.20850432,-0.0004632766,-0.031835835,0.16525476,-0.009409673,-0.047377974,-0.10205227,0.012193647,0.04989173,0.11103078,0.0017262697,-0.036255166,0.25318298,0.2528023,-0.040659185,-0.0026272552,-0.09510896,0.11291873,-0.030602837,0.24548106,0.043703843,0.05140659,-0.0020085901,0.018614484,0.07608285,-0.10837377,-0.0016051221,-0.049983762,-0.2121114,0.053002603,0.14474785,-0.17446749,-0.12893292,0.20852934,-0.045982055,-0.20587298,0.013531948,0.026517436,-0.17877972,0.038625333,0.045385845,-0.012119922,-0.016082428,-0.01634087,-0.49149412,0.062127,0.08862464,-0.03925811,0.012354979,-0.27027813,0.09752361,0.29136285,0.29155913,0.020891612,-0.016678745,-0.013510968,-0.17517775
0.36934692,0.0045004757,0.13274069,0.13731347,0.042923626,0.0091176005,0.05261174,-0.1739826,0.06478215,-0.04771482,0.089321725,-0.046439063,-0.012833354,-0.106973946,-0.06413837,-0.2810479,0.014242078,0.4795175,0.09911783,-0.04034318,-0.04792963,0.065836675,-0.18223439,-0.12564792,0.06234178,0.049531445,0.42234537,-0.009847048,-0.304277,-0.060555357,-0.010778639,0.14752826,0.3346062,-0.051295493,-0.24986318,-0.07760098,-0.03541545,0.21095607,0.06836581,0.007962788,0.112043835,0.082362674,-0.111742556,-0.15481383,0.04694101,0.016102375,-0.010730848,0.34328696,-0.3845853,-0.25157547,0.23293467,-0.056848783,-0.12221545,-0.21795674,0.09679383,0.0099660065,-0.05265877,-0.000888937,-0.016191646,0.038889904,0.35143277,-0.0937344,-0.19945413,0.03437764,0.05562344,0.07755584,0.012476381,0.047045458,0.22815953,0.038908407,-0.06598125,0.06254671,0.07617157,0.25552788,-0.09515041,-0.178643,-0.0010700371,0.1707048,0.014670956,-0.064713806,0.29888862,0.0068618255,-0.046295654,0.18469423,-0.117455505,-0.06886554,-0.04038297,0.3523762,-0.17576107,-0.18228747,-0.054268606,-0.26624098,-0.42912337,0.3831622,0.30631045,0.020498589,0.01997464,0.39773962,0.27342877,-0.07734791,0.5374662,0.028847164,0.08423972,0.0059261136,0.05965983,0.18886228,0.01835906,0.014005686,-0.08260884,0.044143308,0.13284387,-0.23480925,-0.02086936,-0.058236845,0.25296572,-0.113886155,-0.19468088,-0.05114805,0.06751297,-0.22199714,-0.09714955,0.0116059985,0.119118325,-0.041409392,0.10588334,-0.08824998,-0.00982556,0.036811396,-0.28420097,-0.0038690735,-0.17112236,0.045753047,-0.07980182,-0.46766874,-0.055527743,0.04268279,0.012884826,0.13069487,-0.22916596,-0.03375656,-0.17844781,-0.039319944,-0.12979722,-0.1562959,0.017624872,0.008324738,-0.17772457,-0.016442591,-0.050669804,-0.15713327,-0.010616689,0.031656377,0.06925721,0.030162394,-0.012416838,0.29149285,0.23501481,-0.008831081,0.00066568103,-0.1016446,-0.07665143,-0.10558431,0.2022854,0.015049812,0.03209651,-0.007194284,0.04448647,-0.12638542,-0.17805605,-0.057904337,-0.019159323,-0.29977632,0.055871774,0.1060294,-0.2529296,0.17592418,0.25071502,-0.024858598,-0.22435327,-0.020972902,-0.0066896663,-0.2336548,0.03828639,-0.0060068467,-0.0093659805,-0.170009,-0.018403428,-0.56226724,0.059552953,0.08821981,-0.0052710013,0.029508907,-0.3351375,0.04402781,0.28107366,0.031877425,0.015446862,0.0596725,0.017789077,-0.2422109
0.36437854,0.022801176,0.16175981,0.08834629,0.0824317,-0.027389737,0.052449178,-0.05982654,0.07240381,-0.09184771,0.06268344,-0.014833599,0.0017814229,-0.086119086,-0.06949168,-0.21633153,0.036927506,0.4308055,0.13003226,-0.01619262,-0.0814453,0.08697208,-0.19898245,-0.061334234,0.06254833,0.065146446,0.4086147,-0.00093801034,-0.31991616,-0.054791275,-0.009656801,0.13756974,0.33828983,0.032116104,-0.19909179,-0.09585595,0.016073205,0.19209188,0.08819649,-0.017126583,0.05177578,0.0904282,-0.012716775,-0.02985889,0.0050047697,-0.005951689,-0.0009894813,0.25762758,-0.36990234,-0.20674305,0.14338847,-0.06886466,-0.14054163,-0.17395262,0.08706316,-0.0539555,-0.06718006,-0.017596833,0.03936342,0.046066973,0.3163738,-0.031491954,-0.16251056,0.07087965,0.035089187,0.06675161,0.03890946,0.041906543,0.26130748,0.05003726,0.00048001483,0.10366866,0.09884902,0.23315412,-0.01106857,-0.14909957,0.0071973214,0.043552242,0.055107594,-0.10157031,0.28559342,0.038104605,-0.054494787,0.1970791,-0.025117923,-0.04090789,-0.017671669,0.3329673,-0.13018286,-0.18522023,-0.032501224,-0.24929112,-0.395417,0.35233653,0.37124228,0.04074558,0.020657545,0.31711876,0.27896667,-0.02151975,0.5326641,0.048722304,0.12799501,-0.0021847952,0.08973215,0.073159054,0.0050329613,0.025212705,0.0022644552,0.073128276,0.18098974,-0.1750108,0.035772134,-0.075357296,0.13989478,-0.13908257,-0.18520796,-0.07030716,0.022597032,-0.20833144,-0.09854376,0.03134945,0.14415783,-0.058948617,0.14599335,-0.058810066,-0.006784337,-0.01559518,-0.3074748,0.018387133,0.042055935,0.087840535,-0.04239874,-0.43798265,-0.060321067,-0.0017019911,0.001960849,0.20357846,-0.12428234,-0.0033070324,-0.12562849,-0.03942199,-0.06248971,-0.2023027,0.00334173,-0.018543355,0.091129996,-0.0097082965,-0.045112733,-0.11909672,0.0030652315,0.048011776,0.09939479,0.012982252,-0.03460332,0.2576541,0.24385151,-0.03407768,-0.001632146,-0.09957903,0.059659306,-0.032504834,0.24206635,0.031906947,0.04770111,0.013780349,0.02040464,0.029866362,-0.12976506,-0.014846983,-0.04525741,-0.24335505,0.061955143,0.1360585,-0.19711651,-0.049798716,0.22605485,-0.039404526,-0.20455141,-0.0027051081,0.0148689905,-0.1829712,0.035601687,0.027265912,-0.005220664,-0.061421864,-0.01545923,-0.51137596,0.06489353,0.10072833,-0.010660328,0.02598188,-0.29843244,0.09627318,0.28559077,0.18969512,0.016851986,-0.0064346953,-0.0032144522,-0.18729073
0.36821312,0.036720347,0.15709537,0.10898796,0.08234656,-0.018104538,0.054444544,-0.08214704,0.086207844,-0.062116202,0.07661686,-0.02413408,-0.016351016,-0.08838502,-0.06415811,-0.21593942,0.014732411,0.43598858,0.122516155,-0.02630569,-0.06866691,0.106491126,-0.2074794,-0.07475572,0.057620205,0.04911237,0.4171323,-0.021275232,-0.32603982,-0.052263256,0.0005298443,0.14503616,0.33707532,0.02611556,-0.19829734,-0.0887762,-0.018480616,0.1891983,0.0812872,-0.008665599,0.06647438,0.08164274,-0.049342718,-0.06376703,0.01895931,-0.011229804,-0.0059332177,0.28812423,-0.3721398,-0.22647268,0.1566538,-0.066804916,-0.14009446,-0.18000273,0.088374585,-0.02078893,-0.063421786,-0.013316281,0.0038387845,0.04419777,0.32438436,-0.06515017,-0.17618199,0.07473343,0.04765639,0.08231632,0.022844767,0.043898404,0.2664712,0.048381843,-0.013888665,0.1017069,0.08568622,0.22960036,-0.011502839,-0.15378818,0.00021907991,0.07889283,0.038532905,-0.09178109,0.3085424,0.026444325,-0.051453084,0.19736604,-0.049482226,-0.04792745,-0.003247312,0.3478884,-0.14802231,-0.18754153,-0.037647475,-0.25688985,-0.40459144,0.36721134,0.37116337,0.028924176,0.024591716,0.33499107,0.27800882,-0.03835607,0.5506393,0.04083446,0.12132967,-0.0039180634,0.07576709,0.10239703,0.0064077824,0.015338002,0.0039612246,0.08310117,0.16245317,-0.20675296,0.027711144,-0.074353635,0.17100583,-0.13588223,-0.18158929,-0.06795026,0.06432014,-0.2071994,-0.10209107,0.03231354,0.14382128,-0.05147897,0.13951336,-0.07449881,0.0097097,-0.008079329,-0.3035232,0.027918981,-0.022896701,0.09515688,-0.048023965,-0.4453609,-0.056668594,-0.00076399074,0.0055007352,0.18386325,-0.1532242,-0.014360902,-0.13660555,-0.03636472,-0.079997234,-0.19431,0.009500515,-0.030644473,-0.04195745,-0.008547551,-0.04840454,-0.13553536,0.0017468565,0.037638444,0.08162064,0.012756494,-0.047769967,0.28050947,0.2499506,-0.04899978,0.00020389543,-0.10277584,0.03858249,-0.084228635,0.23788989,0.034840144,0.044783648,-0.003043066,0.027113423,-0.018058652,-0.13316685,-0.030746419,-0.027330631,-0.25375003,0.05553622,0.12937953,-0.21263203,0.03020888,0.23657435,-0.03896758,-0.20860481,-0.0009037064,0.011512519,-0.19294915,0.03877557,0.031780012,-0.0074062017,-0.07940075,-0.01553204,-0.538757,0.058103073,0.08623352,-0.03048717,0.017907932,-0.30183864,0.06720804,0.2923418,0.19833425,0.017436242,0.027182845,-0.010496463,-0.20140377
0.36824688,0.020784387,0.18088,0.0493305,0.0881005,-0.060164064,0.04964408,0.011598235,0.07501623,-0.05593112,0.050775755,-0.005317643,0.0074432185,-0.05468403,-0.06883452,-0.1426313,0.04970841,0.37823126,0.14282894,0.0014228285,-0.114167266,0.07019012,-0.19274023,-0.011124617,0.04963653,0.060097042,0.39836797,-0.008499176,-0.33392963,-0.06432512,-0.008630538,0.116858594,0.35041252,0.06554892,-0.13328142,-0.10586383,0.05851409,0.18046093,0.11620051,-0.05323291,0.0026485312,0.07724657,0.14774516,0.057824437,-0.046560425,-0.027150352,0.0069216066,0.19279426,-0.36084333,-0.18232886,0.05876885,-0.0731923,-0.13161343,-0.115919575,0.049574602,-0.10159463,-0.07833772,-0.012235562,0.08308656,0.036786214,0.28367934,0.04765515,-0.14080648,0.11411904,0.02889711,0.052961677,0.0644363,0.031728,0.2742914,0.06614691,0.044738416,0.13260819,0.11282732,0.18947068,0.036009807,-0.12978476,-0.014410099,-0.039277207,0.06366469,-0.11410849,0.28073257,0.05845686,-0.055543397,0.20071578,0.031189239,-0.020350328,0.018600665,0.31615207,-0.11488797,-0.1932067,-0.020174727,-0.23025875,-0.34921703,0.3174138,0.41110715,0.06783213,0.02569588,0.25224438,0.2671139,0.040515132,0.5149915,0.057550978,0.17177162,-0.0047892514,0.10381437,-0.018072361,-0.012282364,0.0404019,0.067309424,0.08400758,0.20770307,-0.1320016,0.10130548,-0.0873928,0.05359922,-0.1352835,-0.18076773,-0.08395085,-0.015976826,-0.17908604,-0.08160109,0.042013627,0.1601965,-0.07765633,0.17556041,-0.023506934,0.012852956,-0.05275974,-0.32019824,0.018904535,0.22548583,0.12527747,-0.018011466,-0.4092458,-0.065648876,-0.05445429,-0.0019161615,0.26222315,-0.044613972,0.026588889,-0.08841184,-0.036015555,-0.028913246,-0.21465033,-0.01175983,-0.03535206,0.32797572,-0.0076277116,-0.03508678,-0.050961763,0.0060629994,0.056411736,0.12605202,-0.011292004,-0.028964614,0.25300628,0.2408445,-0.043757025,-0.010169767,-0.084330104,0.15002242,0.04832809,0.2610937,0.056642853,0.054349612,0.0061144475,0.0034098334,0.16469271,-0.081084944,0.015550207,-0.07192565,-0.18551102,0.03437557,0.15498452,-0.15350008,-0.22498688,0.1927956,-0.036438,-0.17928775,0.020621648,0.027658366,-0.15087488,0.03421085,0.043582622,-0.017199434,0.03644661,-0.012708248,-0.4436791,0.07487609,0.08271001,-0.042211518,0.013244895,-0.25413725,0.120831944,0.28296465,0.32752025,0.017450642,-0.07800724,-0.0050271014,-0.15909988
0.36039826,0.0030813718,0.14098413,0.08902217,0.07914876,-0.02115741,0.049306873,-0.048002135,0.06953838,-0.07501402,0.06215689,-0.0144634275,-0.0022720501,-0.09087217,-0.0666433,-0.20820516,0.027669752,0.4177482,0.10247518,-0.029263923,-0.08156614,0.0750554,-0.19009125,-0.07091602,0.050797746,0.05098178,0.40736878,-0.009315607,-0.31386024,-0.058735553,-0.009290078,0.12925038,0.33792248,0.03517153,-0.18222319,-0.08700345,0.0034521485,0.1894296,0.09701078,-0.01195896,0.043257527,0.06564277,0.0021625992,-0.048541464,0.0032968624,-0.012418971,-0.0047107893,0.24895492,-0.36347932,-0.20468557,0.13410246,-0.051956527,-0.13773358,-0.16152991,0.079242766,-0.04185326,-0.069409356,0.007881783,0.03257237,0.033467323,0.30755606,-0.005513097,-0.170272,0.07053837,0.04115926,0.067859836,0.03346786,0.039451454,0.25595936,0.050829917,-0.0027973114,0.08962578,0.08897113,0.22690402,-0.00337588,-0.14952344,-0.03267758,0.043212913,0.022006044,-0.072438985,0.25805625,0.034228392,-0.060332034,0.1917761,-0.017502801,-0.047753476,-0.010192192,0.31346986,-0.13818367,-0.17780396,-0.046717808,-0.24411455,-0.39070395,0.3517263,0.3620635,0.043228406,0.03482331,0.3095912,0.2665255,-0.027796777,0.5155955,0.03224511,0.13076754,-0.009835587,0.11411423,0.05427077,0.0007048915,0.025270721,0.002865815,0.08029539,0.1520768,-0.17183006,0.035650987,-0.06645609,0.13628325,-0.12104126,-0.17692697,-0.05585567,0.016718311,-0.1878742,-0.09418606,0.037831515,0.13752057,-0.060151942,0.11874907,-0.03505421,-0.006060755,-0.0017207004,-0.2884568,0.009951353,0.08094808,0.08856714,-0.058690585,-0.43391082,-0.06838842,0.009614097,0.003076358,0.17758706,-0.09552699,0.0030888559,-0.1327079,-0.0364241,-0.0564627,-0.19527824,0.0056536943,-0.019615704,-0.009143678,-0.00880539,-0.048789635,-0.105922975,-0.0027613372,0.04896242,0.09332496,0.011087351,-0.030733103,0.26471516,0.24369666,-0.028515201,0.0016508865,-0.0711545,0.062749475,-0.035366233,0.2414352,0.024715144,0.05133205,0.010930057,0.025310153,-0.0045084613,-0.11391372,-0.018967383,-0.042410742,-0.23932861,0.036317278,0.114625275,-0.19305629,-0.02825162,0.22371809,-0.019644441,-0.2047733,0.006329266,0.0033305546,-0.16991377,0.038435385,0.023806367,0.010380346,-0.03404398,-0.015651057,-0.4881269,0.07485924,0.08069772,-0.022939628,0.019055063,-0.29424042,0.059337366,0.28014365,0.2051074,0.018552981,0.0038368036,-0.002900805,-0.18439949
0.37306687,-0.024683082,0.11544763,0.15390678,0.021684324,0.019326748,0.05861492,-0.22100589,0.05715788,-0.03076707,0.11009064,-0.06754459,-0.0115398,-0.117461346,-0.06371015,-0.30320084,0.011864877,0.50064105,0.07190025,-0.054787524,-0.03751746,0.027438616,-0.16179162,-0.16271242,0.05646953,0.0431318,0.41917992,-0.004176799,-0.29463562,-0.07479527,-0.023110902,0.14954472,0.33843035,-0.090066224,-0.26320815,-0.06793561,-0.051095482,0.22036964,0.0659217,0.012894944,0.13197319,0.073138095,-0.12738696,-0.22192875,0.046404652,0.029568786,-0.01606058,0.37375844,-0.38344547,-0.26670492,0.2642941,-0.051773086,-0.11406147,-0.22552262,0.085363254,0.02800304,-0.052592397,0.020496735,-0.043429483,0.033355717,0.35607925,-0.08690877,-0.22858958,0.0056157373,0.070094846,0.08789289,0.0039153364,0.039945614,0.20341921,0.033975963,-0.10566324,0.04005003,0.0674273,0.2577169,-0.14368695,-0.19177313,-0.011093348,0.2433668,-0.015248535,-0.038918883,0.2927262,-0.014043134,-0.046566702,0.17340939,-0.14843732,-0.10093635,-0.045148883,0.3527569,-0.21097106,-0.16716571,-0.073200464,-0.27890244,-0.43948993,0.38262153,0.2585655,0.018587515,0.025755147,0.42942083,0.2621029,-0.09038494,0.5271532,0.023652174,0.06784752,-0.0011074552,0.06188491,0.25085855,0.017256888,0.01586554,-0.11374681,0.020966938,0.10141576,-0.24798499,-0.039027903,-0.06317768,0.2997821,-0.09377899,-0.19272676,-0.03487785,0.049671818,-0.22053532,-0.09314972,0.005057154,0.10841498,-0.036785904,0.076373644,-0.081086695,-0.018460816,0.06916257,-0.2681574,-0.023581332,-0.2563694,-0.002049154,-0.108493865,-0.47603205,-0.059780046,0.05592926,0.026294362,0.09184696,-0.26684663,-0.036339685,-0.21053326,-0.04001608,-0.16417164,-0.1398439,0.02339127,0.023022182,-0.26007444,-0.021697327,-0.056041334,-0.15886587,-0.017436257,0.02847545,0.052188348,0.0410535,0.008836922,0.3113952,0.22718863,0.019247292,-0.00081930036,-0.09793236,-0.105403125,-0.10916927,0.16974244,0.0066993292,0.013315701,-0.03317345,0.06698332,-0.18662946,-0.20154715,-0.06747152,-0.018336868,-0.33390394,0.042863496,0.09665253,-0.2741836,0.2573803,0.26223028,-0.002911019,-0.22310063,-0.035320267,-0.021485819,-0.25922313,0.043554313,-0.02577626,-0.027335813,-0.19032364,-0.022683008,-0.57344866,0.05676771,0.07249133,-0.025130307,0.02671586,-0.3492095,0.018383475,0.27692938,-0.034463845,0.015685653,0.08162621,0.040031426,-0.27494264
