0,1,2,3,4,5,6,7,8,9
0.25758073,-0.3735777,0.114408806,-0.8071671,-0.009265051,-0.12071469,-0.77793926,0.27144894,-0.020749168,-0.11062031
0.13354847,-0.37850434,0.11363635,-0.83567524,-0.004004604,-0.10868746,-0.79315925,0.34538785,-0.11319683,-0.15270694
0.13737266,-0.3870643,0.110618845,-0.8360019,-0.0030550722,-0.117209435,-0.78756684,0.33556733,-0.101815395,-0.15788166
0.19953948,-0.40176025,0.102300085,-0.80701405,-0.0062560206,-0.1207451,-0.76810384,0.3107637,-0.07763943,-0.12059329
0.19862443,-0.38694325,0.103701994,-0.81199443,-0.0064875046,-0.13359419,-0.7612082,0.31607217,-0.08080486,-0.14590198
0.30525085,-0.34360662,0.12919183,-0.83530676,-0.006558091,-0.12265873,-0.8061115,0.23265041,-0.00908282,-0.115161315
0.26792854,-0.36785945,0.11489872,-0.8150426,-0.008160697,-0.14390038,-0.7883301,0.24335037,-0.01078276,-0.11836947
0.21777141,-0.38529736,0.10384644,-0.8045574,-0.009936202,-0.13198252,-0.75607145,0.3157262,-0.06425109,-0.13798982
0.15639138,-0.39153078,0.106126234,-0.8261853,-0.0025310349,-0.11422346,-0.79368204,0.31928575,-0.11598354,-0.13255261
0.18293539,-0.3994412,0.10057358,-0.81609994,-0.00395681,-0.13108961,-0.77909666,0.29615176,-0.06318844,-0.11769471
0.27694336,-0.3500046,0.1368395,-0.82623565,-0.0024289968,-0.113766335,-0.8214562,0.21593446,-0.011443324,-0.08793966
0.2580597,-0.32985502,0.17361051,-0.84322333,0.00021642633,-0.10684275,-0.8574308,0.165128,-0.009552711,-0.08309944
0.20636137,-0.3985146,0.10216629,-0.81285095,-0.0048844195,-0.12451877,-0.77463263,0.30293238,-0.06203897,-0.11889635
0.2947205,-0.35179093,0.13509263,-0.8327469,-0.004904113,-0.118750766,-0.8153789,0.22527006,-0.009053537,-0.10162092
0.17303024,-0.38684753,0.10695179,-0.82165444,-0.003160164,-0.11256296,-0.777169,0.3219431,-0.10274755,-0.13847028
0.28071138,-0.3534461,0.13227274,-0.8308168,-0.006223949,-0.11785948,-0.8129623,0.22993009,-0.009605571,-0.103105485
0.24804349,-0.37790173,0.12852146,-0.82722944,-0.0032268304,-0.11623333,-0.8183051,0.22394611,-0.012779586,-0.09534302
0.24571815,-0.3412187,0.17700016,-0.8482179,0.0025477335,-0.09879566,-0.8636441,0.16825196,-0.012890375,-0.07969903
0.22262563,-0.38947597,0.10377894,-0.8130382,-0.0072676544,-0.12628773,-0.78153276,0.28905556,-0.03256349,-0.12447927
0.23873089,-0.37863022,0.12183428,-0.81893516,-0.0064670765,-0.12342285,-0.8051569,0.24025665,-0.013863858,-0.104077116
0.23135185,-0.3880356,0.1063322,-0.81583,-0.006453539,-0.1251498,-0.7843266,0.2837683,-0.028397435,-0.123803034
0.26627684,-0.3715728,0.1184528,-0.8056822,-0.009512904,-0.11872277,-0.7838957,0.2609285,-0.015111527,-0.10146228
0.21871391,-0.38289046,0.11738496,-0.8097143,-0.0033477328,-0.12849745,-0.79924244,0.2508731,-0.01669607,-0.10352706
0.24692872,-0.37498137,0.121223696,-0.81984913,-0.005496314,-0.13093397,-0.80572397,0.23088844,-0.011825187,-0.10491305
0.14308313,-0.384849,0.10807015,-0.8319343,-0.0007916286,-0.11044064,-0.7848333,0.3342014,-0.11510216,-0.14542858
0.24440204,-0.3475913,0.17248155,-0.8498313,0.0035794945,-0.102367915,-0.8624641,0.17216648,-0.013131642,-0.08244442
0.22046657,-0.38037726,0.104364894,-0.8059768,-0.00970627,-0.12501293,-0.75458413,0.32238585,-0.07393249,-0.14299493
0.1433652,-0.40317187,0.09896397,-0.8238772,0.0003134308,-0.12954095,-0.7916375,0.30043617,-0.07944632,-0.13048948
0.20980614,-0.3956547,0.1034546,-0.80425775,-0.008429588,-0.116495185,-0.7707706,0.30401257,-0.06674077,-0.11272427
0.1933113,-0.3893749,0.10356414,-0.8058569,-0.0033170672,-0.12803985,-0.76192296,0.3082736,-0.08221269,-0.12456478
0.24143885,-0.3771877,0.12463245,-0.81020296,-0.007427969,-0.12888598,-0.8055566,0.2323857,-0.010203894,-0.093588606
0.15813872,-0.40360758,0.10026643,-0.82142556,-0.0032827514,-0.12728213,-0.7859501,0.30887848,-0.090624504,-0.12952505
0.22632752,-0.3451629,0.19305359,-0.8581944,0.003268645,-0.08893941,-0.8800957,0.13975579,-0.012691773,-0.066783465
