0,1,2,3,4,5,6,7,8
-0.15935041,0.22492602,0.5066917,0.37664002,0.7405692,-0.5751165,-0.42735794,-0.68976325,0.13218473
-0.15734255,0.22347924,0.51641065,0.37685618,0.7395583,-0.5765429,-0.428404,-0.69110554,0.13168593
-0.15052143,0.21895646,0.5198921,0.37888807,0.7385372,-0.5751469,-0.4301403,-0.69188976,0.12799725
-0.11723853,0.2005324,0.5055853,0.38707143,0.7344302,-0.5869726,-0.43657824,-0.68936443,0.11294123
-0.14019772,0.19647108,0.5214375,0.3915607,0.73821366,-0.5612865,-0.43068433,-0.69437075,0.14600661
-0.16065314,0.21150498,0.5286146,0.38622117,0.74107206,-0.54335374,-0.42746678,-0.69497097,0.14567484
-0.16061828,0.22372177,0.52900666,0.38025278,0.7402811,-0.5492086,-0.42809963,-0.69392735,0.1243372
-0.07115538,0.18667124,0.48347253,0.39426512,0.72780025,-0.602458,-0.44527316,-0.68399405,0.071577154
-0.10829644,0.16565414,0.5126293,0.4081223,0.7345013,-0.56419843,-0.43416542,-0.6937692,0.15137048
0.1890086,-0.0043017874,0.28273714,0.463427,0.6975117,-0.6719011,-0.48697326,-0.6538789,0.020727664
0.321487,-0.24395321,0.1930555,0.55760604,0.70275533,-0.6482152,-0.48467803,-0.6511631,0.2344316
0.32032672,-0.35382894,0.13344578,0.6200254,0.72863585,-0.51666886,-0.46336383,-0.6354241,0.42620146
0.26323786,-0.3613783,0.05399938,0.6216573,0.741138,-0.44532773,-0.44764304,-0.60413593,0.47361583
0.18810739,-0.32553762,0.013925389,0.59129757,0.74599767,-0.47671586,-0.44158068,-0.5756325,0.47551307
0.62399834,-0.5740985,-0.50619215,0.6487768,0.6804278,-0.7260993,-0.60901356,-0.4384304,0.15922156
0.4784534,-0.538545,-0.06654042,0.69059384,0.73897845,-0.49319243,-0.48841965,-0.3888641,0.61927855
0.5099635,-0.57896036,-0.23434241,0.6931423,0.74530745,-0.4740357,-0.48065528,-0.31251863,0.5875646
0.5033779,-0.57591593,-0.18395242,0.68522775,0.7472439,-0.45224753,-0.46386352,-0.25886202,0.6102549
0.5731369,-0.60333633,-0.2865837,0.6796973,0.7424262,-0.5340202,-0.49937257,-0.21664417,0.57212347
0.7717367,-0.70959896,-0.62582546,0.6645795,0.59877485,-0.7445438,-0.71477693,-0.12688828,0.09438008
0.3909672,-0.56388503,0.019900499,0.6871812,0.7391197,-0.34216642,-0.49418142,-0.10794795,0.66457576
0.59789264,-0.66730416,-0.4874272,0.6651899,0.7185761,-0.62807286,-0.5872199,-0.09769202,0.4482974
0.5874767,-0.6505025,-0.38328233,0.657071,0.7230109,-0.6322615,-0.59356,-0.05342761,0.5672687
0.5734693,-0.6571739,-0.36220768,0.6540292,0.72824794,-0.6045606,-0.5873975,-0.03563326,0.5837071
0.5184866,-0.6438776,-0.29578626,0.648053,0.73678297,-0.54797685,-0.5532869,-0.0348203,0.6137376
0.53442794,-0.65160275,-0.33605823,0.64338285,0.7342665,-0.57009,-0.55446994,-0.039065376,0.59601134
0.6010657,-0.6716829,-0.41676277,0.6414507,0.7206448,-0.63536763,-0.59817606,-0.029672515,0.54969734
0.6312278,-0.6787706,-0.43452957,0.64419407,0.71200144,-0.6539354,-0.6269009,-0.011972581,0.53841245
0.4286526,-0.61689115,-0.14136717,0.64725107,0.74396133,-0.43328607,-0.514432,-0.026463654,0.65590924
0.52376974,-0.6541863,-0.36230242,0.6425935,0.73429334,-0.55969656,-0.5393654,-0.049040444,0.5797516
0.52782285,-0.641377,-0.29853314,0.64305466,0.7356774,-0.5628856,-0.54145986,-0.045756124,0.6104169
0.5882883,-0.6621928,-0.37829375,0.6448033,0.7272626,-0.6118911,-0.57739526,-0.042134862,0.57135475
0.6704259,-0.69057345,-0.48731494,0.64489996,0.69704807,-0.68182486,-0.649128,-0.020332066,0.48281935
0.58441186,-0.6578667,-0.34096122,0.6508335,0.7246556,-0.59868616,-0.6041494,-0.005435618,0.5931308
0.7517102,-0.730992,-0.63678074,0.6344198,0.5584256,-0.74689955,-0.76032084,-0.0013277462,0.114409536
0.788572,-0.7135744,-0.6822701,0.6383654,0.41187093,-0.7694726,-0.8125596,0.027575728,-0.045642298
0.73602355,-0.6827788,-0.6449648,0.6409434,0.5006477,-0.7585477,-0.813432,0.036264587,0.013771296
0.83029854,-0.73655844,-0.7763955,0.60855377,-0.2165674,-0.8077924,-0.8940827,0.046323363,-0.5498543
0.71899724,-0.66332525,-0.7242789,0.63829386,0.19028468,-0.7851422,-0.8765221,0.07007217,-0.3576907
0.64926076,-0.6549351,-0.70816755,0.62738746,0.2835253,-0.7840183,-0.8667718,0.05351354,-0.36267555
0.48715222,-0.6207348,-0.6368467,0.631145,0.51361436,-0.76315796,-0.8337725,0.031061886,-0.16753459
0.54440683,-0.645646,-0.6826805,0.6009136,0.4542048,-0.77710503,-0.8431561,0.004994002,-0.272533
0.6360871,-0.66529745,-0.7294705,0.5866764,0.26850912,-0.791005,-0.86510915,0.0048252298,-0.40278858
0.6614227,-0.6638019,-0.73534894,0.5949035,0.20954506,-0.7928604,-0.87225455,0.016842812,-0.42237076
0.60473335,-0.6453512,-0.6965657,0.6142427,0.36979064,-0.78106207,-0.85856295,0.02136912,-0.32215145
0.65177715,-0.66355896,-0.72783554,0.60303026,0.24200223,-0.79104364,-0.8708821,0.018581485,-0.4311842
0.5660571,-0.6346827,-0.6788477,0.6197931,0.4315928,-0.7754901,-0.851281,0.017480552,-0.28761286
0.60919905,-0.6527426,-0.70693165,0.6056544,0.35831606,-0.78456795,-0.8589813,0.008516698,-0.3712973
0.6127018,-0.64905167,-0.70632935,0.60626036,0.3585493,-0.7842061,-0.85878205,0.008672598,-0.36109042
0.6112812,-0.648354,-0.7006231,0.6087588,0.3768292,-0.78282684,-0.85651064,0.008293506,-0.34561116
0.61556786,-0.6498074,-0.69960964,0.60979646,0.38207054,-0.78256744,-0.8557622,0.00718527,-0.3434664
0.60580295,-0.64687425,-0.6892645,0.61305374,0.4192015,-0.77941257,-0.85075134,0.005277392,-0.31101853
0.60300803,-0.6475586,-0.6822936,0.6139044,0.4460733,-0.77739,-0.84633565,0.0014740593,-0.28619888
0.49301097,-0.626057,-0.5887475,0.6310353,0.61423147,-0.74741864,-0.80160105,-0.0067806104,0.0018589447
0.65016675,-0.6803201,-0.69846976,0.60254556,0.4317684,-0.78181434,-0.8481109,-0.01633029,-0.3067224
0.6431757,-0.6616204,-0.67033803,0.61782676,0.49018034,-0.7724432,-0.8357952,-0.007888218,-0.1867981
0.6077736,-0.6557818,-0.6258675,0.63107365,0.57891905,-0.7577289,-0.8149719,-0.010931737,-0.053078797
0.6138917,-0.6648661,-0.634129,0.6283956,0.59470767,-0.7570553,-0.81120753,-0.018673433,-0.045949858
0.65110266,-0.6759192,-0.66194,0.6209266,0.5545369,-0.765927,-0.82267034,-0.020925282,-0.11665992
0.5380014,-0.6481649,-0.5632196,0.6401371,0.6679131,-0.7251193,-0.7688478,-0.021743698,0.19062947
0.601578,-0.677782,-0.6338235,0.6231607,0.639598,-0.74824554,-0.7911558,-0.030780016,0.05162286
0.5928476,-0.67084527,-0.6171746,0.6247945,0.6523404,-0.7417628,-0.7791671,-0.02916532,0.13089575
0.5263624,-0.66123205,-0.5570649,0.6315579,0.6936188,-0.71419466,-0.7423996,-0.03124536,0.2949389
0.47027466,-0.66264945,-0.52274984,0.62816006,0.71408975,-0.6927741,-0.7084411,-0.036970902,0.39673722
-0.21781547,-0.524628,0.22882684,0.6446283,0.757931,0.027179545,-0.37957993,-0.08315928,0.70253325
0.35624218,-0.67424273,-0.5153465,0.6493624,0.7246263,-0.57706845,-0.4884693,-0.11757739,0.4778063
0.34094006,-0.6228554,-0.114393115,0.6803024,0.74519783,-0.43992454,-0.44904405,-0.094234526,0.6687506
0.3298815,-0.6161306,-0.108362034,0.6734337,0.7565382,-0.338492,-0.4235272,-0.16152745,0.6609432
0.1485578,-0.531056,-0.06185422,0.60904974,0.76439375,-0.35050577,-0.41230172,-0.25906882,0.64048046
-0.16034053,-0.3104394,0.05622018,0.48356628,0.7728215,-0.40434775,-0.4110509,-0.3773599,0.6023396
-0.20120783,-0.111359775,0.046569277,0.3938252,0.7660459,-0.58609396,-0.4457995,-0.4664548,0.49222338
-0.26480877,0.03718228,0.19742465,0.34024692,0.7637001,-0.64440334,-0.45377332,-0.5353847,0.45260954
-0.24090008,0.122920185,0.24478948,0.32299253,0.75756407,-0.6790676,-0.45884156,-0.57904375,0.37422162
-0.21704869,0.16419189,0.2911095,0.32355812,0.7527979,-0.69046247,-0.45378074,-0.6077791,0.33005837
-0.15034658,0.15633003,0.28260693,0.343246,0.7467423,-0.70018816,-0.4517976,-0.62054837,0.29145968
-0.16545229,0.16504195,0.33189887,0.35431588,0.7498645,-0.6788561,-0.43609512,-0.63565266,0.31279594
-0.17108984,0.19176354,0.35098308,0.35400233,0.7508896,-0.66733885,-0.42985973,-0.6425404,0.28745204
-0.25459343,0.25904518,0.4367836,0.3315826,0.75686264,-0.6320061,-0.41285485,-0.6583997,0.28371444
-0.2500963,0.30521423,0.45694265,0.31439254,0.75261766,-0.64678043,-0.41728255,-0.6625053,0.19451994
-0.23320232,0.3144764,0.4840689,0.31418195,0.74673796,-0.6575181,-0.4199351,-0.67088705,0.1501834
-0.22209886,0.30850396,0.50875676,0.32185337,0.7438601,-0.6508409,-0.4202273,-0.67924625,0.13911891
-0.11522721,0.2564809,0.46259993,0.34927487,0.7300808,-0.67622507,-0.43910792,-0.67359054,0.08540435
-0.15694919,0.22826692,0.5022044,0.36910746,0.73856175,-0.62820715,-0.42502493,-0.68907857,0.17301108
-0.15141109,0.22453065,0.49035078,0.37352225,0.7406035,-0.6100645,-0.42765236,-0.6863343,0.1615654
-0.15259813,0.22306892,0.490524,0.3745472,0.7408547,-0.60203296,-0.42757356,-0.6875426,0.15462628
0.21180108,0.0091275675,0.21556292,0.4459823,0.6923171,-0.711564,-0.48855287,-0.6441757,0.001664351
0.2768418,-0.22378299,0.21536452,0.54574955,0.71191764,-0.65224606,-0.46644732,-0.6565019,0.29791984
0.008389966,-0.16049793,0.3223237,0.54549384,0.74934584,-0.39277118,-0.41385996,-0.662511,0.47101825
0.30558932,-0.26295173,-0.10619413,0.5596175,0.72472984,-0.61991674,-0.47589797,-0.59540904,0.25493288
0.19220065,-0.3090279,0.1085262,0.576039,0.74133116,-0.5515417,-0.44026417,-0.5941786,0.48869705
0.27669764,-0.37297556,-0.04829979,0.59379756,0.742711,-0.56359833,-0.45489502,-0.55850387,0.47533992
0.2829283,-0.41048595,-0.04568093,0.60056454,0.7458013,-0.5486935,-0.45275643,-0.53071773,0.5219495
0.60225254,-0.58308256,-0.43241408,0.6537049,0.71301043,-0.6970338,-0.57138616,-0.41856414,0.3657091
0.4368218,-0.5341575,0.008364145,0.68412775,0.7481487,-0.40035865,-0.45140386,-0.36872104,0.64407307
0.3753082,-0.5194388,-0.05645676,0.67509764,0.7553634,-0.30864978,-0.4029131,-0.3535021,0.62156
0.29723108,-0.45786405,-0.08311221,0.6245203,0.7573967,-0.41196847,-0.40741313,-0.369283,0.5834882
0.27767578,-0.42823407,-0.08459495,0.5928245,0.7575634,-0.51321936,-0.42762646,-0.3889288,0.56649953
0.24848449,-0.4076461,-0.042426374,0.5758712,0.75946844,-0.5337971,-0.43276325,-0.41005805,0.5747298
0.37875712,-0.46451607,-0.12812994,0.6020863,0.75266147,-0.57740206,-0.45286092,-0.40036473,0.56123906
0.32934368,-0.4554395,-0.015875397,0.6074458,0.75851685,-0.49656576,-0.43116805,-0.40260836,0.60384095
0.4593651,-0.507471,-0.14886375,0.63581365,0.7514021,-0.53841674,-0.44994542,-0.37852505,0.5719178
0.6311712,-0.59566563,-0.37678602,0.65451896,0.7326569,-0.6589263,-0.5481801,-0.3026119,0.4777395
0.48344576,-0.54475456,-0.025737127,0.6692793,0.75291836,-0.41842663,-0.45633674,-0.26730883,0.646565
0.4995292,-0.5559902,-0.10495225,0.68132466,0.75293136,-0.36629692,-0.42555878,-0.26310772,0.6223693
0.21843244,-0.4278495,0.078399934,0.61642873,0.7645929,-0.26414,-0.3772087,-0.32683071,0.63030165
-0.12847318,-0.11071294,0.1754518,0.4674249,0.7735425,-0.3306624,-0.36939174,-0.43384176,0.55280405
-0.17203823,0.12212096,0.19338243,0.3585952,0.76689285,-0.5789307,-0.40709215,-0.5136458,0.37995717
-0.20176242,0.21817139,0.33004087,0.31544292,0.76275015,-0.6609868,-0.42216024,-0.57411826,0.3253053
-0.027022952,0.16197728,0.25254586,0.34930658,0.74482346,-0.7158876,-0.44942686,-0.5944289,0.23340252
-0.2390229,0.22998063,0.45528206,0.33329713,0.7637837,-0.6218876,-0.40395513,-0.6409415,0.3712697
-0.16185154,0.27481622,0.38805357,0.32189247,0.7531167,-0.67021686,-0.42663974,-0.63671476,0.19893272
-0.22116292,0.30243012,0.47150508,0.31536573,0.7537036,-0.6555091,-0.41161126,-0.659654,0.21503045
-0.19663122,0.31323528,0.47740135,0.31687176,0.7478569,-0.6636739,-0.4177856,-0.6633441,0.15450922
-0.14387995,0.28737792,0.4680487,0.33400315,0.7393018,-0.6750603,-0.4255885,-0.667261,0.12199601
0.072984405,0.14525586,0.33079177,0.395164,0.7151144,-0.7148389,-0.45635843,-0.6515962,0.074032925
-0.023430634,0.0764222,0.40439194,0.43637523,0.73720104,-0.63099164,-0.42500743,-0.6742959,0.281133
-0.10977904,0.123925425,0.40341592,0.4219953,0.75004286,-0.5658867,-0.41537738,-0.670338,0.29723704
-0.17698285,0.20020536,0.4225378,0.38393077,0.75284976,-0.56684923,-0.4121247,-0.66937786,0.24748787
-0.1437292,0.22022688,0.40796545,0.36919588,0.744352,-0.6248218,-0.4261911,-0.6639654,0.16670251
-0.123766944,0.19958715,0.42339388,0.37646914,0.7396275,-0.641227,-0.43095925,-0.6682416,0.17217904
-0.1021959,0.16989917,0.4200675,0.389997,0.7380339,-0.63722533,-0.43496904,-0.6701334,0.1862348
-0.14555588,0.17489626,0.44851285,0.39013848,0.74400115,-0.600845,-0.42724398,-0.6773033,0.22271757
-0.15004279,0.19083527,0.44418272,0.3829084,0.7439533,-0.5987995,-0.42972177,-0.67578864,0.19555959
-0.10121774,0.17213303,0.4157618,0.38926408,0.7369963,-0.62657595,-0.43991566,-0.6712458,0.1592057
-0.12731655,0.16292667,0.44295686,0.39558268,0.7403154,-0.6050727,-0.43318918,-0.6781236,0.2026972
-0.16564225,0.1858446,0.4633128,0.38751447,0.74497163,-0.5781717,-0.42766538,-0.6811419,0.2110227
-0.12059965,0.18306221,0.4320147,0.3867026,0.7384739,-0.60981065,-0.43872502,-0.674441,0.15538733
-0.13179916,0.17419372,0.4521212,0.39159334,0.73928,-0.60207146,-0.43494484,-0.6797322,0.1818241
